C,D,S,SARCYear,STES,SNTS,SPTS,SPNTS,SMES,STEM,SNTM,SPTM,SPNTEM,SMMEM,STEF,SNTF,SPTF,SPNTEF,SMMEF,STEAI,SNTAI,SPTAI,SPNTAI,SMEAI,STEAS,SNTAS,SPTAS,SPNTAS,SMEAS,STEPI,SNTPI,SPTPI,SPNTPI,SMEPI,STEFI,SNTFI,SPTFI,SPNTFI,SMEFI,STEHI,SNTHI,SPTHI,SPNTHI,SMEHI,STEAA,SNTAA,SPTAA,SPNTAA,SMEAA,STEWH,SNTWH,SPTWH,SPNTWH,SMEWH,STEMR,SNTMR,SPTMR,SPNTMR,SMEMR,STELEP,SNTLEP,SPTLEP,SPNTLEP,SMELEP,STEFY,SNTFY,SPTFY,SPNTFY,SMEFY,STEH,SNTH,SPTH,SPNTH,SMEH,STEMIL,SNTMIL,SPTMIL,SPNTMIL,SMEMIL,STESD,SNTSD,SPTSD,SPNTSD,SMESD,STEMIG,SNTMIG,SPTMIG,SPNTMIG,SMEMIG,STEDI,SNTDI,SPTDI,SPNTDI,SMEDI
50,71217,0110080,2020-2021,112,NT,NT,NT,NT,53,NT,NT,NT,NT,59,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,68,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,11,NT,NT,NT,NT,26,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,69,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
01,61275,6002281,2020-2021,48,45,93.75,6.25,71.11,25,24,96.00,4.00,70.83,23,21,91.30,8.70,71.43,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,23,21,91.30,8.70,76.19,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
27,66134,6026496,2020-2021,62,NT,NT,NT,NT,34,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,11,NT,NT,NT,NT,--,NT,NT,NT,NT,37,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
10,62166,0114553,2020-2021,221,210,95.02,4.98,73.33,95,91,95.79,4.21,78.02,126,119,94.44,5.56,69.75,0,0,0,0,0,57,56,98.25,1.75,78.57,--,--,--,--,--,20,20,100.00,0.00,70.00,68,61,89.71,10.29,65.57,--,--,--,--,--,59,57,96.61,3.39,77.19,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,45,42,93.33,6.67,66.67,0,0,0,0,0,--,--,--,--,--
33,67058,6109789,2020-2021,109,NT,NT,NT,NT,56,NT,NT,NT,NT,53,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,49,NT,NT,NT,NT,--,NT,NT,NT,NT,42,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
47,70318,6050769,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
37,73551,3730694,2020-2021,565,509,90.09,9.91,37.99,260,223,85.77,14.23,38.12,305,286,93.77,6.23,37.89,--,--,--,--,--,25,25,100.00,0.00,60.00,0,0,0,0,0,--,--,--,--,--,152,134,88.16,11.84,23.31,--,--,--,--,--,339,305,89.97,10.03,40.66,34,31,91.18,8.82,54.84,18,15,83.33,16.67,0.00,0,0,0,0,0,0,0,0,0,0,21,19,90.48,9.52,42.11,119,106,89.08,10.92,26.67,0,0,0,0,0,63,50,79.37,20.63,6.12
19,75341,6022032,2020-2021,76,NT,NT,NT,NT,35,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,35,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,64766,6020150,2020-2021,49,48,97.96,2.04,39.58,23,23,100.00,0.00,34.78,26,25,96.15,3.85,44.00,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,37,37,100.00,0.00,29.73,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,18,18,100.00,0.00,5.56,0,0,0,0,0,--,--,--,--,--
01,61259,0115584,2020-2021,71,NT,NT,NT,NT,32,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT
37,68338,6039614,2020-2021,55,NT,NT,NT,NT,25,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT,--,NT,NT,NT,NT,45,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
30,73924,6058853,2020-2021,383,NT,NT,NT,NT,204,NT,NT,NT,NT,179,NT,NT,NT,NT,--,NT,NT,NT,NT,49,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,98,NT,NT,NT,NT,15,NT,NT,NT,NT,174,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,81,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT
19,73437,6012397,2020-2021,100,NT,NT,NT,NT,53,NT,NT,NT,NT,47,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,88,NT,NT,NT,NT,11,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,96,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
01,61176,6000665,2020-2021,95,95,100.00,0.00,57.89,53,53,100.00,0.00,56.60,42,42,100.00,0.00,59.52,--,--,--,--,--,46,46,100.00,0.00,76.09,--,--,--,--,--,--,--,--,--,--,24,24,100.00,0.00,29.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,17,100.00,0.00,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,100.00,0.00,25.81,0,0,0,0,0,--,--,--,--,--
38,68478,6040919,2020-2021,27,NT,NT,NT,NT,15,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
28,66266,6026769,2020-2021,58,NT,NT,NT,NT,31,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,30,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
26,73668,6025928,2020-2021,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,64840,6020903,2020-2021,73,NT,NT,NT,NT,32,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,29,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
50,71043,6052450,2020-2021,53,NT,NT,NT,NT,33,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,38,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT
19,64733,6019814,2020-2021,95,NT,NT,NT,NT,56,NT,NT,NT,NT,39,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,95,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT
43,69393,6046536,2020-2021,73,NT,NT,NT,NT,29,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,66647,6089478,2020-2021,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
05,61580,6003396,2020-2021,26,23,88.46,11.54,30.43,14,12,85.71,14.29,25.00,12,11,91.67,8.33,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,18,15,83.33,16.67,33.33,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,16,13,81.25,18.75,15.38,0,0,0,0,0,--,--,--,--,--
01,61259,0112797,2020-2021,130,NT,NT,NT,NT,65,NT,NT,NT,NT,65,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,107,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,124,NT,NT,NT,NT,0,0,0,0,0,30,NT,NT,NT,NT
22,10223,6105308,2020-2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
10,62166,6006308,2020-2021,63,NT,NT,NT,NT,27,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,57,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
41,68973,6044234,2020-2021,63,61,96.83,3.17,42.62,30,30,100.00,0.00,40.00,32,30,93.75,6.25,46.67,0,0,0,0,0,36,34,94.44,5.56,50.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,12,100.00,0.00,50.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
30,66522,6028815,2020-2021,49,NT,NT,NT,NT,27,NT,NT,NT,NT,22,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,41,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64840,6021075,2020-2021,181,NT,NT,NT,NT,95,NT,NT,NT,NT,86,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,160,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,106,NT,NT,NT,NT,0,0,0,0,0,157,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT
13,10132,0131094,2020-2021,32,25,78.13,21.87,16.00,19,18,94.74,5.26,22.22,13,7,53.85,46.15,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,80.00,20.00,16.67,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,26,19,73.08,26.92,21.05,--,--,--,--,--,--,--,--,--,--
30,66597,3034907,2020-2021,106,NT,NT,NT,NT,74,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,76,NT,NT,NT,NT,--,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,--,NT,NT,NT,NT,78,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT
15,63859,1536440,2020-2021,335,281,83.88,16.12,20.64,150,119,79.33,20.67,31.09,185,162,87.57,12.43,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,261,84.47,15.53,20.69,11,8,72.73,27.27,--,15,12,80.00,20.00,16.67,0,0,0,0,0,27,20,74.07,25.93,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,244,84.43,15.57,20.90,--,--,--,--,--,17,8,47.06,52.94,--
33,67215,6032726,2020-2021,75,NT,NT,NT,NT,38,NT,NT,NT,NT,37,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,62,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,67,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
19,64733,0126417,2020-2021,107,NT,NT,NT,NT,57,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,49,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,106,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT
37,68338,0124347,2020-2021,36,NT,NT,NT,NT,21,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,14,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,19,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
30,10306,6069553,2020-2021,40,NT,NT,NT,NT,16,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,26,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT
43,69625,6048110,2020-2021,106,NT,NT,NT,NT,53,NT,NT,NT,NT,53,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,37,NT,NT,NT,NT,--,NT,NT,NT,NT,29,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
20,65185,6024087,2020-2021,59,NT,NT,NT,NT,31,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,17,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,37,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
08,61820,0836205,2020-2021,95,78,82.11,17.89,17.95,55,45,81.82,18.18,20.00,40,33,82.50,17.50,15.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,22,15,68.18,31.82,0.00,--,--,--,--,--,52,45,86.54,13.46,22.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,72,56,77.78,22.22,14.29,0,0,0,0,0,--,--,--,--,--
33,67116,0110601,2020-2021,126,NT,NT,NT,NT,70,NT,NT,NT,NT,56,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,55,NT,NT,NT,NT,--,NT,NT,NT,NT,50,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,28,NT,NT,NT,NT,0,0,0,0,0,26,NT,NT,NT,NT
50,75739,6053193,2020-2021,76,NT,NT,NT,NT,39,NT,NT,NT,NT,37,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
19,64725,6015663,2020-2021,87,NT,NT,NT,NT,47,NT,NT,NT,NT,40,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,47,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
12,62687,0124263,2020-2021,31,16,51.61,48.39,43.75,21,13,61.90,38.10,38.46,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,20,10,50.00,50.00,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,33.33,66.67,--,0,0,0,0,0,12,5,41.67,58.33,--
36,67876,6037162,2020-2021,80,NT,NT,NT,NT,42,NT,NT,NT,NT,38,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,62,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,25,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,80,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT
20,75606,0125021,2020-2021,61,NT,NT,NT,NT,26,NT,NT,NT,NT,35,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,14,NT,NT,NT,NT,--,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
21,65318,6024244,2020-2021,70,NT,NT,NT,NT,43,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
45,70110,6050488,2020-2021,47,42,89.36,10.64,14.29,25,24,96.00,4.00,20.83,22,18,81.82,18.18,5.56,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,28,24,85.71,14.29,16.67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,40,90.91,9.09,15.00,0,0,0,0,0,12,9,75.00,25.00,--
13,63164,6008569,2020-2021,339,NT,NT,NT,NT,169,NT,NT,NT,NT,170,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,287,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,--,NT,NT,NT,NT,64,NT,NT,NT,NT,0,0,0,0,0,91,NT,NT,NT,NT,--,NT,NT,NT,NT,43,NT,NT,NT,NT
04,75507,0433953,2020-2021,278,216,77.70,22.30,27.78,145,121,83.45,16.55,28.93,133,95,71.43,28.57,26.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,157,130,82.80,17.20,23.85,0,0,0,0,0,109,76,69.72,30.28,32.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,200,163,81.50,18.50,26.99,11,8,72.73,27.27,--,22,11,50.00,50.00,0.00
39,68627,0136028,2020-2021,90,66,73.33,26.67,6.06,47,35,74.47,25.53,8.57,43,31,72.09,27.91,3.23,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,53,38,71.70,28.30,5.26,--,--,--,--,--,22,16,72.73,27.27,12.50,--,--,--,--,--,11,5,45.45,54.55,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,62,43,69.35,30.65,2.33,0,0,0,0,0,--,--,--,--,--
38,68478,3830288,2020-2021,289,NT,NT,NT,NT,171,NT,NT,NT,NT,118,NT,NT,NT,NT,0,0,0,0,0,126,NT,NT,NT,NT,--,NT,NT,NT,NT,19,NT,NT,NT,NT,91,NT,NT,NT,NT,17,NT,NT,NT,NT,12,NT,NT,NT,NT,15,NT,NT,NT,NT,45,NT,NT,NT,NT,--,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,124,NT,NT,NT,NT,--,NT,NT,NT,NT,62,NT,NT,NT,NT
28,66266,2830149,2020-2021,105,NT,NT,NT,NT,73,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,NT,NT,NT,NT,--,NT,NT,NT,NT,21,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,66,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT
36,67710,6035885,2020-2021,56,NT,NT,NT,NT,27,NT,NT,NT,NT,29,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,53,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,68122,3732195,2020-2021,47,NT,NT,NT,NT,31,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
19,64733,6057947,2020-2021,227,NT,NT,NT,NT,118,NT,NT,NT,NT,109,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,194,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,21,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,206,NT,NT,NT,NT,0,0,0,0,0,30,NT,NT,NT,NT
34,67439,6033823,2020-2021,62,NT,NT,NT,NT,30,NT,NT,NT,NT,32,NT,NT,NT,NT,0,0,0,0,0,41,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
