C,D,S,SARCYear,STES,SNTS,SPTS,SPNTS,SMES,STEM,SNTM,SPTM,SPNTEM,SMMEM,STEF,SNTF,SPTF,SPNTEF,SMMEF,STEAI,SNTAI,SPTAI,SPNTAI,SMEAI,STEAS,SNTAS,SPTAS,SPNTAS,SMEAS,STEPI,SNTPI,SPTPI,SPNTPI,SMEPI,STEFI,SNTFI,SPTFI,SPNTFI,SMEFI,STEHI,SNTHI,SPTHI,SPNTHI,SMEHI,STEAA,SNTAA,SPTAA,SPNTAA,SMEAA,STEWH,SNTWH,SPTWH,SPNTWH,SMEWH,STEMR,SNTMR,SPTMR,SPNTMR,SMEMR,STELEP,SNTLEP,SPTLEP,SPNTLEP,SMELEP,STEFY,SNTFY,SPTFY,SPNTFY,SMEFY,STEH,SNTH,SPTH,SPNTH,SMEH,STEMIL,SNTMIL,SPTMIL,SPNTMIL,SMEMIL,STESD,SNTSD,SPTSD,SPNTSD,SMESD,STEMIG,SNTMIG,SPTMIG,SPNTMIG,SMEMIG,STEDI,SNTDI,SPTDI,SPNTDI,SMEDI
43,69435,6110159,2020-2021,478,NT,NT,NT,NT,257,NT,NT,NT,NT,221,NT,NT,NT,NT,--,NT,NT,NT,NT,346,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,46,NT,NT,NT,NT,--,NT,NT,NT,NT,33,NT,NT,NT,NT,29,NT,NT,NT,NT,35,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,23,NT,NT,NT,NT,0,0,0,0,0,33,NT,NT,NT,NT
10,73999,6119978,2020-2021,90,NT,NT,NT,NT,44,NT,NT,NT,NT,46,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,74,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
10,62265,6088959,2020-2021,63,NT,NT,NT,NT,33,NT,NT,NT,NT,30,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
19,64733,6016331,2020-2021,60,NT,NT,NT,NT,26,NT,NT,NT,NT,34,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,39,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,68338,6040000,2020-2021,169,NT,NT,NT,NT,75,NT,NT,NT,NT,94,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,87,NT,NT,NT,NT,17,NT,NT,NT,NT,44,NT,NT,NT,NT,13,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,57,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
43,69690,6049258,2020-2021,369,NT,NT,NT,NT,198,NT,NT,NT,NT,171,NT,NT,NT,NT,--,NT,NT,NT,NT,111,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,85,NT,NT,NT,NT,--,NT,NT,NT,NT,107,NT,NT,NT,NT,48,NT,NT,NT,NT,45,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,NT,NT,NT,NT,0,0,0,0,0,44,NT,NT,NT,NT
43,69526,6047518,2020-2021,106,NT,NT,NT,NT,58,NT,NT,NT,NT,48,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,61,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
40,75465,6042980,2020-2021,43,NT,NT,NT,NT,24,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,33,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,1936160,2020-2021,823,NT,NT,NT,NT,411,NT,NT,NT,NT,412,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT,13,NT,NT,NT,NT,48,NT,NT,NT,NT,545,NT,NT,NT,NT,151,NT,NT,NT,NT,25,NT,NT,NT,NT,15,NT,NT,NT,NT,31,NT,NT,NT,NT,--,NT,NT,NT,NT,58,NT,NT,NT,NT,--,NT,NT,NT,NT,674,NT,NT,NT,NT,--,NT,NT,NT,NT,80,NT,NT,NT,NT
01,10017,6001788,2020-2021,95,NT,NT,NT,NT,52,NT,NT,NT,NT,43,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,71,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,48,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT
19,64733,1937424,2020-2021,626,NT,NT,NT,NT,340,NT,NT,NT,NT,286,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,613,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,70,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,610,NT,NT,NT,NT,--,NT,NT,NT,NT,94,NT,NT,NT,NT
19,64733,0129619,2020-2021,55,55,100.00,0.00,16.36,24,24,100.00,0.00,25.00,31,31,100.00,0.00,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,49,49,100.00,0.00,14.29,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,11,11,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,100.00,0.00,13.73,0,0,0,0,0,--,--,--,--,--
38,68478,6041347,2020-2021,58,NT,NT,NT,NT,38,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT,0,0,0,0,0,11,NT,NT,NT,NT
19,64733,0124560,2020-2021,148,117,79.05,20.95,24.35,77,61,79.22,20.78,30.51,71,56,78.87,21.13,17.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,115,78.77,21.23,24.78,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,13,8,61.54,38.46,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,148,117,79.05,20.95,24.35,0,0,0,0,0,15,9,60.00,40.00,--
43,69575,6047807,2020-2021,83,NT,NT,NT,NT,43,NT,NT,NT,NT,40,NT,NT,NT,NT,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,19,NT,NT,NT,NT,--,NT,NT,NT,NT,30,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
19,73445,6014385,2020-2021,29,NT,NT,NT,NT,15,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64444,6057608,2020-2021,536,NT,NT,NT,NT,264,NT,NT,NT,NT,272,NT,NT,NT,NT,0,0,0,0,0,55,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,214,NT,NT,NT,NT,69,NT,NT,NT,NT,132,NT,NT,NT,NT,60,NT,NT,NT,NT,44,NT,NT,NT,NT,--,NT,NT,NT,NT,26,NT,NT,NT,NT,22,NT,NT,NT,NT,179,NT,NT,NT,NT,0,0,0,0,0,42,NT,NT,NT,NT
50,75739,6053169,2020-2021,104,NT,NT,NT,NT,60,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,85,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,35,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,89,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT
39,68585,6098057,2020-2021,16,10,62.50,37.50,--,--,--,--,--,--,13,7,53.85,46.15,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,72.73,27.27,--,--,--,--,--,--,--,--,--,--,--
38,68478,6041412,2020-2021,41,NT,NT,NT,NT,22,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,16,NT,NT,NT,NT,0,0,0,0,0,22,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,68338,6039424,2020-2021,36,NT,NT,NT,NT,16,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,15,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
51,71431,6053326,2020-2021,35,33,94.29,5.71,33.33,16,14,87.50,12.50,35.71,19,19,100.00,0.00,31.58,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,25,23,92.00,8.00,39.13,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,100.00,0.00,15.38,0,0,0,0,0,0,0,0,0,0
41,68932,0132217,2020-2021,11,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
12,75515,6007751,2020-2021,62,NT,NT,NT,NT,32,NT,NT,NT,NT,30,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,23,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
48,70532,6051049,2020-2021,68,NT,NT,NT,NT,32,NT,NT,NT,NT,36,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,45,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
36,67827,0137190,2020-2021,262,NT,NT,NT,NT,118,NT,NT,NT,NT,144,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,156,NT,NT,NT,NT,29,NT,NT,NT,NT,55,NT,NT,NT,NT,16,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,232,NT,NT,NT,NT,0,0,0,0,0,17,NT,NT,NT,NT
19,64733,0122481,2020-2021,183,NT,NT,NT,NT,83,NT,NT,NT,NT,100,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,44,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,174,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT
37,68411,6059760,2020-2021,395,267,67.59,32.41,15.35,199,122,61.31,38.69,19.64,196,145,73.98,26.02,11.63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,317,212,66.88,33.12,10.05,15,10,66.67,33.33,--,38,25,65.79,34.21,25.00,11,6,54.55,45.45,--,118,79,66.95,33.05,1.45,--,--,--,--,--,18,8,44.44,55.56,--,--,--,--,--,--,311,205,65.92,34.08,11.35,0,0,0,0,0,61,39,63.93,36.07,3.03
10,10108,0109991,2020-2021,68,54,79.41,20.59,24.07,29,23,79.31,20.69,34.78,39,31,79.49,20.51,16.13,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,40,34,85.00,15.00,20.59,--,--,--,--,--,17,14,82.35,17.65,35.71,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,50,40,80.00,20.00,20.00,0,0,0,0,0,--,--,--,--,--
19,64733,0133272,2020-2021,320,315,98.44,1.56,18.10,153,153,100.00,0.00,16.34,167,162,97.01,2.99,19.75,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,307,303,98.70,1.30,18.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,19,100.00,0.00,0.00,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,298,293,98.32,1.68,17.06,0,0,0,0,0,44,42,95.45,4.55,4.76
01,61192,6001093,2020-2021,96,NT,NT,NT,NT,46,NT,NT,NT,NT,50,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,61,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,59,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT
01,61192,0127696,2020-2021,127,122,96.06,3.94,17.21,65,64,98.46,1.54,15.63,62,58,93.55,6.45,18.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76,72,94.74,5.26,15.28,11,11,100.00,0.00,9.09,24,23,95.83,4.17,8.70,--,--,--,--,--,31,30,96.77,3.23,3.33,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,71,69,97.18,2.82,8.70,0,0,0,0,0,--,--,--,--,--
13,63149,6008528,2020-2021,95,94,98.95,1.05,10.64,51,51,100.00,0.00,15.69,44,43,97.73,2.27,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,90,98.90,1.10,11.11,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,44,44,100.00,0.00,2.27,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,79,78,98.73,1.27,11.54,17,17,100.00,0.00,17.65,12,12,100.00,0.00,0.00
37,73569,6106546,2020-2021,85,NT,NT,NT,NT,41,NT,NT,NT,NT,44,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,64,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,57,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
30,66464,6120281,2020-2021,73,NT,NT,NT,NT,36,NT,NT,NT,NT,37,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,45,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
33,66977,6031595,2020-2021,256,NT,NT,NT,NT,141,NT,NT,NT,NT,115,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,235,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,91,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,0,0,0,0,0,233,NT,NT,NT,NT,0,0,0,0,0,46,NT,NT,NT,NT
43,69369,6046114,2020-2021,59,NT,NT,NT,NT,28,NT,NT,NT,NT,31,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
37,73551,6109201,2020-2021,114,112,98.25,1.75,58.04,52,50,96.15,3.85,48.00,62,62,100.00,0.00,66.13,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,25,24,96.00,4.00,25.00,--,--,--,--,--,70,69,98.57,1.43,65.22,--,--,--,--,--,15,14,93.33,6.67,14.29,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,17,15,88.24,11.76,20.00,0,0,0,0,0,16,15,93.75,6.25,13.33
54,72256,5430368,2020-2021,867,NT,NT,NT,NT,459,NT,NT,NT,NT,408,NT,NT,NT,NT,--,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,538,NT,NT,NT,NT,--,NT,NT,NT,NT,243,NT,NT,NT,NT,18,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,486,NT,NT,NT,NT,--,NT,NT,NT,NT,76,NT,NT,NT,NT
31,66951,0135871,2020-2021,137,87,63.50,36.50,42.53,60,39,65.00,35.00,46.15,77,48,62.34,37.66,39.58,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,30,21,70.00,30.00,33.33,--,--,--,--,--,92,58,63.04,36.96,50.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,30,20,66.67,33.33,25.00,0,0,0,0,0,12,7,58.33,41.67,--
10,62166,0140038,2020-2021,64,61,95.31,4.69,27.87,38,37,97.37,2.63,29.73,26,24,92.31,7.69,25.00,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,24,23,95.83,4.17,13.04,--,--,--,--,--,31,29,93.55,6.45,37.93,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,91.67,8.33,18.18,0,0,0,0,0,--,--,--,--,--
48,70540,4830170,2020-2021,433,NT,NT,NT,NT,205,NT,NT,NT,NT,228,NT,NT,NT,NT,--,NT,NT,NT,NT,42,NT,NT,NT,NT,--,NT,NT,NT,NT,79,NT,NT,NT,NT,110,NT,NT,NT,NT,53,NT,NT,NT,NT,99,NT,NT,NT,NT,40,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,27,NT,NT,NT,NT
30,10306,0137976,2020-2021,15,15,100.00,0.00,0.00,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,11,11,100.00,0.00,0.00,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
37,67991,6101794,2020-2021,83,NT,NT,NT,NT,50,NT,NT,NT,NT,33,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,12,NT,NT,NT,NT,0,0,0,0,0,55,NT,NT,NT,NT,12,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT
34,67447,6034672,2020-2021,69,NT,NT,NT,NT,32,NT,NT,NT,NT,37,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,18,NT,NT,NT,NT,--,NT,NT,NT,NT,41,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT
44,69799,6049803,2020-2021,113,NT,NT,NT,NT,55,NT,NT,NT,NT,58,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,105,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,52,NT,NT,NT,NT,--,NT,NT,NT,NT,44,NT,NT,NT,NT,0,0,0,0,0,69,NT,NT,NT,NT,12,NT,NT,NT,NT,12,NT,NT,NT,NT
10,62364,6007041,2020-2021,60,NT,NT,NT,NT,34,NT,NT,NT,NT,26,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,54,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT
37,68197,6038459,2020-2021,72,NT,NT,NT,NT,37,NT,NT,NT,NT,35,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,40,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,16,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,53,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT
07,61648,0730259,2020-2021,103,NT,NT,NT,NT,46,NT,NT,NT,NT,57,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,30,NT,NT,NT,NT,27,NT,NT,NT,NT,33,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,68,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT
30,73635,6030183,2020-2021,108,NT,NT,NT,NT,55,NT,NT,NT,NT,53,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,90,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,--,NT,NT,NT,NT,62,NT,NT,NT,NT,0,0,0,0,0,44,NT,NT,NT,NT,--,NT,NT,NT,NT,67,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT
37,68296,0118935,2020-2021,567,NT,NT,NT,NT,274,NT,NT,NT,NT,293,NT,NT,NT,NT,0,0,0,0,0,176,NT,NT,NT,NT,--,NT,NT,NT,NT,44,NT,NT,NT,NT,68,NT,NT,NT,NT,11,NT,NT,NT,NT,211,NT,NT,NT,NT,55,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,46,NT,NT,NT,NT,0,0,0,0,0,47,NT,NT,NT,NT
19,64519,1996123,2020-2021,14,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,13,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
19,64733,1936350,2020-2021,1101,NT,NT,NT,NT,559,NT,NT,NT,NT,542,NT,NT,NT,NT,--,NT,NT,NT,NT,106,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,700,NT,NT,NT,NT,38,NT,NT,NT,NT,201,NT,NT,NT,NT,20,NT,NT,NT,NT,49,NT,NT,NT,NT,--,NT,NT,NT,NT,20,NT,NT,NT,NT,0,0,0,0,0,780,NT,NT,NT,NT,0,0,0,0,0,94,NT,NT,NT,NT
30,66597,6029227,2020-2021,40,NT,NT,NT,NT,21,NT,NT,NT,NT,19,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,31,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,29,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
34,67447,6034631,2020-2021,63,NT,NT,NT,NT,28,NT,NT,NT,NT,35,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,15,NT,NT,NT,NT,--,NT,NT,NT,NT,32,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,40,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
