C,D,S,SARCYear,ETES,ENTS,EPTS,EPNTS,EMES,ETEM,ENTM,EPTM,EPNTEM,EMMEM,ETEF,ENTF,EPTF,EPNTEF,EMMEF,ETEAI,ENTAI,EPTAI,EPNTAI,EMEAI,ETEAS,ENTAS,EPTAS,EPNTAS,EMEAS,ETEPI,ENTPI,EPTPI,EPNTPI,EMEPI,ETEFI,ENTFI,EPTFI,EPNTFI,EMEFI,ETEHI,ENTHI,EPTHI,EPNTHI,EMEHI,ETEAA,ENTAA,EPTAA,EPNTAA,EMEAA,ETEWH,ENTWH,EPTWH,EPNTWH,EMEWH,ETEMR,ENTMR,EPTMR,EPNTMR,EMEMR,ETELEP,ENTLEP,EPTLEP,EPNTLEP,EMELEP,ETEFY,ENTFY,EPTFY,EPNTFY,EMEFY,ETEH,ENTH,EPTH,EPNTH,EMEH,ETEMIL,ENTMIL,EPTMIL,EPNTMIL,EMEMIL,ETESD,ENTSD,EPTSD,EPNTSD,EMESD,ETEMIG,ENTMIG,EPTMIG,EPNTMIG,EMEMIG,ETEDI,ENTDI,EPTDI,EPNTDI,EMEDI
41,69021,0138685,2020-2021,356,346,97.19,2.81,76.30,197,191,96.95,3.05,73.30,159,155,97.48,2.52,80.00,0,0,0,0,0,80,80,100.00,0.00,90.00,--,--,--,--,--,--,--,--,--,--,57,56,98.25,1.75,46.43,--,--,--,--,--,161,154,95.65,4.35,77.92,49,47,95.92,4.08,85.11,14,14,100.00,0.00,35.71,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,15,14,93.33,6.67,21.43,0,0,0,0,0,50,49,98.00,2.00,32.65
32,10322,6117360,2020-2021,12,NT,NT,NT,NT,12,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT
42,69310,0102285,2020-2021,746,NT,NT,NT,NT,390,NT,NT,NT,NT,356,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT,700,NT,NT,NT,NT,--,NT,NT,NT,NT,19,NT,NT,NT,NT,--,NT,NT,NT,NT,92,NT,NT,NT,NT,--,NT,NT,NT,NT,168,NT,NT,NT,NT,0,0,0,0,0,594,NT,NT,NT,NT,43,NT,NT,NT,NT,62,NT,NT,NT,NT
54,72116,6054340,2020-2021,213,195,91.55,8.45,38.97,120,107,89.17,10.83,28.97,93,88,94.62,5.38,51.14,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,60,57,95.00,5.00,15.79,0,0,0,0,0,141,126,89.36,10.64,47.62,--,--,--,--,--,21,21,100.00,0.00,9.52,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,67,60,89.55,10.45,21.67,--,--,--,--,--,20,17,85.00,15.00,11.76
19,64550,6013585,2020-2021,308,NT,NT,NT,NT,156,NT,NT,NT,NT,152,NT,NT,NT,NT,0,0,0,0,0,233,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,58,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,12,NT,NT,NT,NT,102,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,183,NT,NT,NT,NT,0,0,0,0,0,18,NT,NT,NT,NT
30,73924,6030514,2020-2021,381,6,1.57,98.43,--,209,4,1.91,98.09,--,172,2,1.16,98.84,--,0,0,0,0,0,24,1,4.17,95.83,--,--,--,--,--,--,--,--,--,--,--,88,2,2.27,97.73,--,--,--,--,--,--,225,3,1.33,98.67,--,31,0,0.00,100.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65,1,1.54,98.46,--,63,3,4.76,95.24,--,0,0,0,0,0,62,6,9.68,90.32,--
15,75168,6009476,2020-2021,91,NT,NT,NT,NT,49,NT,NT,NT,NT,42,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT,--,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,15,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,68,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT
01,75093,0131615,2020-2021,541,NT,NT,NT,NT,266,NT,NT,NT,NT,275,NT,NT,NT,NT,--,NT,NT,NT,NT,434,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,47,NT,NT,NT,NT,42,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,18,NT,NT,NT,NT,0,0,0,0,0,33,NT,NT,NT,NT
24,65771,6025654,2020-2021,320,NT,NT,NT,NT,150,NT,NT,NT,NT,170,NT,NT,NT,NT,0,0,0,0,0,14,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,232,NT,NT,NT,NT,21,NT,NT,NT,NT,33,NT,NT,NT,NT,18,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,285,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT
37,73569,6038863,2020-2021,746,NT,NT,NT,NT,372,NT,NT,NT,NT,373,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,11,NT,NT,NT,NT,--,NT,NT,NT,NT,445,NT,NT,NT,NT,--,NT,NT,NT,NT,201,NT,NT,NT,NT,61,NT,NT,NT,NT,106,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,469,NT,NT,NT,NT,12,NT,NT,NT,NT,127,NT,NT,NT,NT
33,67033,6031876,2020-2021,235,NT,NT,NT,NT,130,NT,NT,NT,NT,105,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,139,NT,NT,NT,NT,--,NT,NT,NT,NT,78,NT,NT,NT,NT,--,NT,NT,NT,NT,38,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,134,NT,NT,NT,NT,0,0,0,0,0,56,NT,NT,NT,NT
19,64733,6016364,2020-2021,339,NT,NT,NT,NT,173,NT,NT,NT,NT,166,NT,NT,NT,NT,0,0,0,0,0,12,NT,NT,NT,NT,29,NT,NT,NT,NT,46,NT,NT,NT,NT,177,NT,NT,NT,NT,31,NT,NT,NT,NT,35,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,259,NT,NT,NT,NT,0,0,0,0,0,38,NT,NT,NT,NT
38,68478,0118133,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0
56,72538,6055305,2020-2021,879,NT,NT,NT,NT,427,NT,NT,NT,NT,452,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,12,NT,NT,NT,NT,835,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,--,NT,NT,NT,NT,266,NT,NT,NT,NT,--,NT,NT,NT,NT,132,NT,NT,NT,NT,0,0,0,0,0,843,NT,NT,NT,NT,--,NT,NT,NT,NT,172,NT,NT,NT,NT
10,62166,6006449,2020-2021,444,NT,NT,NT,NT,212,NT,NT,NT,NT,232,NT,NT,NT,NT,--,NT,NT,NT,NT,51,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,287,NT,NT,NT,NT,58,NT,NT,NT,NT,32,NT,NT,NT,NT,--,NT,NT,NT,NT,72,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,321,NT,NT,NT,NT,--,NT,NT,NT,NT,77,NT,NT,NT,NT
37,73551,0107557,2020-2021,553,NT,NT,NT,NT,274,NT,NT,NT,NT,279,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,171,NT,NT,NT,NT,13,NT,NT,NT,NT,294,NT,NT,NT,NT,40,NT,NT,NT,NT,27,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,132,NT,NT,NT,NT,--,NT,NT,NT,NT,81,NT,NT,NT,NT
15,63503,6009567,2020-2021,913,NT,NT,NT,NT,459,NT,NT,NT,NT,454,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,765,NT,NT,NT,NT,74,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,113,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,0,0,0,0,0,870,NT,NT,NT,NT,36,NT,NT,NT,NT,81,NT,NT,NT,NT
36,67686,6035612,2020-2021,389,NT,NT,NT,NT,198,NT,NT,NT,NT,191,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,365,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,97,NT,NT,NT,NT,--,NT,NT,NT,NT,54,NT,NT,NT,NT,0,0,0,0,0,364,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT
19,75333,6020408,2020-2021,169,NT,NT,NT,NT,88,NT,NT,NT,NT,81,NT,NT,NT,NT,--,NT,NT,NT,NT,23,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,24,NT,NT,NT,NT,0,0,0,0,0,94,NT,NT,NT,NT,27,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT
44,69799,6049670,2020-2021,302,NT,NT,NT,NT,151,NT,NT,NT,NT,151,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,165,NT,NT,NT,NT,0,0,0,0,0,124,NT,NT,NT,NT,0,0,0,0,0,192,NT,NT,NT,NT,44,NT,NT,NT,NT,42,NT,NT,NT,NT
39,68593,6110555,2020-2021,468,NT,NT,NT,NT,252,NT,NT,NT,NT,216,NT,NT,NT,NT,0,0,0,0,0,39,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT,285,NT,NT,NT,NT,76,NT,NT,NT,NT,21,NT,NT,NT,NT,17,NT,NT,NT,NT,115,NT,NT,NT,NT,--,NT,NT,NT,NT,66,NT,NT,NT,NT,--,NT,NT,NT,NT,413,NT,NT,NT,NT,--,NT,NT,NT,NT,95,NT,NT,NT,NT
27,73825,6026397,2020-2021,353,NT,NT,NT,NT,180,NT,NT,NT,NT,173,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,NT,NT,NT,NT,0,0,0,0,0,13,NT,NT,NT,NT,0,0,0,0,0,204,NT,NT,NT,NT,0,0,0,0,0,248,NT,NT,NT,NT,0,0,0,0,0,324,NT,NT,NT,NT,25,NT,NT,NT,NT,23,NT,NT,NT,NT
19,64733,1931971,2020-2021,32,13,40.63,59.37,7.69,21,7,33.33,66.67,--,11,6,54.55,45.45,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,37.04,62.96,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,32,13,40.63,59.37,7.69,0,0,0,0,0,--,--,--,--,--
10,75127,1030493,2020-2021,219,201,91.78,8.22,41.79,117,106,90.60,9.40,33.96,102,95,93.14,6.86,50.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,196,92.02,7.98,41.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,70,87.50,12.50,11.43,0,0,0,0,0,34,32,94.12,5.88,25.00,0,0,0,0,0,209,194,92.82,7.18,41.75,13,10,76.92,23.08,--,--,--,--,--,--
33,67058,6031975,2020-2021,217,5,2.30,97.70,--,123,4,3.25,96.75,--,94,1,1.06,98.94,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,202,5,2.48,97.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,110,2,1.82,98.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,176,2,1.14,98.86,--,0,0,0,0,0,33,5,15.15,84.85,--
40,75465,4032009,2020-2021,53,39,73.58,26.42,41.03,20,13,65.00,35.00,46.15,33,26,78.79,21.21,38.46,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,39,29,74.36,25.64,34.48,0,0,0,0,0,13,9,69.23,30.77,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,14,8,57.14,42.86,--,0,0,0,0,0,41,28,68.29,31.71,42.86,0,0,0,0,0,--,--,--,--,--
45,10454,0132647,2020-2021,51,44,86.27,13.73,31.82,25,21,84.00,16.00,19.05,24,22,91.67,8.33,40.91,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,24,80.00,20.00,33.33,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,37,33,89.19,10.81,36.36,0,0,0,0,0,--,--,--,--,--
37,73791,6108872,2020-2021,397,NT,NT,NT,NT,190,NT,NT,NT,NT,207,NT,NT,NT,NT,0,0,0,0,0,34,NT,NT,NT,NT,--,NT,NT,NT,NT,18,NT,NT,NT,NT,164,NT,NT,NT,NT,--,NT,NT,NT,NT,140,NT,NT,NT,NT,35,NT,NT,NT,NT,53,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,79,NT,NT,NT,NT,0,0,0,0,0,43,NT,NT,NT,NT
38,68478,6062020,2020-2021,928,1,0.11,99.89,--,503,1,0.20,99.80,--,425,0,0.00,100.00,--,--,--,--,--,--,370,1,0.27,99.73,--,--,--,--,--,--,25,0,0.00,100.00,--,199,0,0.00,100.00,--,62,0,0.00,100.00,--,146,0,0.00,100.00,--,114,0,0.00,100.00,--,146,0,0.00,100.00,--,--,--,--,--,--,52,0,0.00,100.00,--,0,0,0,0,0,302,0,0.00,100.00,--,--,--,--,--,--,134,0,0.00,100.00,--
07,61804,6097166,2020-2021,943,NT,NT,NT,NT,487,NT,NT,NT,NT,456,NT,NT,NT,NT,--,NT,NT,NT,NT,332,NT,NT,NT,NT,--,NT,NT,NT,NT,22,NT,NT,NT,NT,115,NT,NT,NT,NT,23,NT,NT,NT,NT,341,NT,NT,NT,NT,105,NT,NT,NT,NT,24,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,57,NT,NT,NT,NT,0,0,0,0,0,81,NT,NT,NT,NT
19,64733,6061584,2020-2021,1688,NT,NT,NT,NT,906,NT,NT,NT,NT,782,NT,NT,NT,NT,--,NT,NT,NT,NT,169,NT,NT,NT,NT,--,NT,NT,NT,NT,29,NT,NT,NT,NT,541,NT,NT,NT,NT,74,NT,NT,NT,NT,798,NT,NT,NT,NT,69,NT,NT,NT,NT,89,NT,NT,NT,NT,--,NT,NT,NT,NT,12,NT,NT,NT,NT,--,NT,NT,NT,NT,864,NT,NT,NT,NT,0,0,0,0,0,228,NT,NT,NT,NT
37,67991,6037675,2020-2021,318,NT,NT,NT,NT,152,NT,NT,NT,NT,166,NT,NT,NT,NT,0,0,0,0,0,20,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,150,NT,NT,NT,NT,39,NT,NT,NT,NT,96,NT,NT,NT,NT,--,NT,NT,NT,NT,180,NT,NT,NT,NT,--,NT,NT,NT,NT,34,NT,NT,NT,NT,0,0,0,0,0,269,NT,NT,NT,NT,0,0,0,0,0,54,NT,NT,NT,NT
33,67249,6059166,2020-2021,898,12,1.34,98.66,16.67,473,8,1.69,98.31,--,425,4,0.94,99.06,--,14,0,--,100.00,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,666,7,1.05,98.95,--,101,4,3.96,96.04,--,80,1,1.25,98.75,--,27,0,0.00,100.00,--,175,5,2.86,97.14,--,13,1,7.69,92.31,--,40,0,0.00,100.00,--,--,--,--,--,--,797,12,1.51,98.49,16.67,0,0,0,0,0,188,12,6.38,93.62,16.67
36,73890,6104681,2020-2021,286,266,93.01,6.99,40.60,149,141,94.63,5.37,36.88,137,125,91.24,8.76,44.80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,93,90,96.77,3.23,38.89,37,32,86.49,13.51,37.50,104,96,92.31,7.69,43.75,31,28,90.32,9.68,35.71,--,--,--,--,--,0,0,0,0,0,14,14,100.00,0.00,28.57,105,93,88.57,11.43,44.09,127,116,91.34,8.66,39.66,0,0,0,0,0,39,37,94.87,5.13,8.11
50,10504,5030234,2020-2021,30,25,83.33,16.67,48.00,14,10,71.43,28.57,--,16,15,93.75,6.25,66.67,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,13,12,92.31,7.69,50.00,--,--,--,--,--,12,10,83.33,16.67,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,91.67,8.33,27.27,0,0,0,0,0,--,--,--,--,--
19,65045,0135764,2020-2021,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,76836,5430319,2020-2021,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0
36,67819,6036222,2020-2021,491,NT,NT,NT,NT,232,NT,NT,NT,NT,259,NT,NT,NT,NT,--,NT,NT,NT,NT,28,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,380,NT,NT,NT,NT,--,NT,NT,NT,NT,36,NT,NT,NT,NT,24,NT,NT,NT,NT,43,NT,NT,NT,NT,--,NT,NT,NT,NT,46,NT,NT,NT,NT,0,0,0,0,0,321,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
12,75515,1230150,2020-2021,88,84,95.45,4.55,23.81,44,42,95.45,4.55,19.05,44,42,95.45,4.55,28.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,18,17,94.44,5.56,29.41,--,--,--,--,--,40,38,95.00,5.00,26.32,17,16,94.12,5.88,31.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,63,59,93.65,6.35,22.03,0,0,0,0,0,20,19,95.00,5.00,15.79
04,61507,6003271,2020-2021,219,NT,NT,NT,NT,128,NT,NT,NT,NT,91,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,33,NT,NT,NT,NT,--,NT,NT,NT,NT,125,NT,NT,NT,NT,39,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,174,NT,NT,NT,NT,0,0,0,0,0,32,NT,NT,NT,NT
41,68908,6043699,2020-2021,185,184,99.46,0.54,79.35,106,106,100.00,0.00,80.19,79,78,98.73,1.27,78.21,0,0,0,0,0,68,68,100.00,0.00,89.71,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,74,73,98.65,1.35,72.60,37,37,100.00,0.00,70.27,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,100.00,0.00,29.17
01,61192,0138339,2020-2021,356,NT,NT,NT,NT,212,NT,NT,NT,NT,144,NT,NT,NT,NT,--,NT,NT,NT,NT,31,NT,NT,NT,NT,12,NT,NT,NT,NT,21,NT,NT,NT,NT,262,NT,NT,NT,NT,15,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,145,NT,NT,NT,NT,0,0,0,0,0,40,NT,NT,NT,NT,0,0,0,0,0,255,NT,NT,NT,NT,--,NT,NT,NT,NT,41,NT,NT,NT,NT
31,66845,0117150,2020-2021,340,NT,NT,NT,NT,160,NT,NT,NT,NT,180,NT,NT,NT,NT,0,0,0,0,0,21,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,34,NT,NT,NT,NT,--,NT,NT,NT,NT,267,NT,NT,NT,NT,17,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,0,0,0,0,0,--,NT,NT,NT,NT,36,NT,NT,NT,NT,0,0,0,0,0,36,NT,NT,NT,NT
01,61150,6113005,2020-2021,216,206,95.37,4.63,83.98,118,110,93.22,6.78,84.55,98,96,97.96,2.04,83.33,0,0,0,0,0,110,107,97.27,2.73,88.79,0,0,0,0,0,12,12,100.00,0.00,91.67,23,21,91.30,8.70,80.95,--,--,--,--,--,39,35,89.74,10.26,80.00,27,26,96.30,3.70,69.23,13,11,84.62,15.38,45.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,78.57,21.43,81.82,0,0,0,0,0,25,18,72.00,28.00,44.44
16,63990,6110233,2020-2021,555,551,99.28,0.72,54.26,269,266,98.88,1.12,52.63,286,285,99.65,0.35,55.79,--,--,--,--,--,23,23,100.00,0.00,82.61,--,--,--,--,--,20,20,100.00,0.00,70.00,296,296,100.00,0.00,46.96,22,22,100.00,0.00,22.73,171,167,97.66,2.34,64.67,18,18,100.00,0.00,61.11,28,28,100.00,0.00,3.57,--,--,--,--,--,0,0,0,0,0,23,23,100.00,0.00,73.91,312,310,99.36,0.64,50.32,--,--,--,--,--,42,41,97.62,2.38,7.32
19,64733,0122374,2020-2021,106,96,90.57,9.43,42.71,48,42,87.50,12.50,47.62,58,54,93.10,6.90,38.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,95,90.48,9.52,43.16,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,104,94,90.38,9.62,42.55,--,--,--,--,--,22,20,90.91,9.09,5.00
43,69484,6106991,2020-2021,386,NT,NT,NT,NT,203,NT,NT,NT,NT,183,NT,NT,NT,NT,--,NT,NT,NT,NT,13,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,302,NT,NT,NT,NT,--,NT,NT,NT,NT,39,NT,NT,NT,NT,19,NT,NT,NT,NT,119,NT,NT,NT,NT,--,NT,NT,NT,NT,14,NT,NT,NT,NT,0,0,0,0,0,221,NT,NT,NT,NT,--,NT,NT,NT,NT,71,NT,NT,NT,NT
07,61796,0732941,2020-2021,406,NT,NT,NT,NT,231,NT,NT,NT,NT,175,NT,NT,NT,NT,--,NT,NT,NT,NT,73,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,122,NT,NT,NT,NT,61,NT,NT,NT,NT,121,NT,NT,NT,NT,19,NT,NT,NT,NT,46,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,83,NT,NT,NT,NT,0,0,0,0,0,53,NT,NT,NT,NT
57,72686,5732904,2020-2021,61,42,68.85,31.15,19.05,30,18,60.00,40.00,22.22,31,24,77.42,22.58,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,44,32,72.73,27.27,15.63,--,--,--,--,--,12,8,66.67,33.33,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,38,25,65.79,34.21,16.00,--,--,--,--,--,--,--,--,--,--
07,61796,0730325,2020-2021,30,15,50.00,50.00,40.00,14,7,50.00,50.00,--,16,8,50.00,50.00,--,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,11,4,36.36,63.64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--
19,75291,1996016,2020-2021,165,NT,NT,NT,NT,78,NT,NT,NT,NT,87,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,--,NT,NT,NT,NT,113,NT,NT,NT,NT,--,NT,NT,NT,NT,24,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,--,NT,NT,NT,NT,0,0,0,0,0,112,NT,NT,NT,NT,0,0,0,0,0,25,NT,NT,NT,NT
28,66282,6027015,2020-2021,33,32,96.97,3.03,18.75,18,18,100.00,0.00,16.67,15,14,93.33,6.67,21.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,96.00,4.00,12.50,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,12,12,100.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,100.00,0.00,11.76,--,--,--,--,--,--,--,--,--,--
55,72397,6054928,2020-2021,328,318,96.95,3.05,38.49,170,165,97.06,2.94,32.93,158,153,96.84,3.16,44.44,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,52,96.30,3.70,28.85,--,--,--,--,--,244,238,97.54,2.46,40.08,27,25,92.59,7.41,44.00,--,--,--,--,--,--,--,--,--,--,22,22,100.00,0.00,0.00,0,0,0,0,0,85,84,98.82,1.18,33.33,0,0,0,0,0,54,50,92.59,7.41,14.00
30,66597,6029284,2020-2021,550,12,2.18,97.82,0.00,299,8,2.68,97.32,--,251,4,1.59,98.41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,459,10,2.18,97.82,--,--,--,--,--,--,62,1,1.61,98.39,--,16,0,0.00,100.00,--,180,1,0.56,99.44,--,--,--,--,--,--,72,2,2.78,97.22,--,--,--,--,--,--,472,11,2.33,97.67,0.00,0,0,0,0,0,83,12,14.46,85.54,0.00
