CDSCODE,C,D,S,SARCYear,AVGEN_Y1,NCSEN_Y1,NCMEN_Y1,NCLEN_Y1,AVGMA_Y1,NCSMA_Y1,NCMMA_Y1,NCLMA_Y1,AVGSC_Y1,NCSSC_Y1,NCMSC_Y1,NCLSC_Y1,AVGSS_Y1,NCSSS_Y1,NCMSS_Y1,NCLSS_Y1,AVGEN_Y2,NCSEN_Y2,NCMEN_Y2,NCLEN_Y2,AVGMA_Y2,NCSMA_Y2,NCMMA_Y2,NCLMA_Y2,AVGSC_Y2,NCSSC_Y2,NCMSC_Y2,NCLSC_Y2,AVGSS_Y2,NCSSS_Y2,NCMSS_Y2,NCLSS_Y2,AVGEN_Y3,NCSEN_Y3,NCMEN_Y3,NCLEN_Y3,AVGMA_Y3,NCSMA_Y3,NCMMA_Y3,NCLMA_Y3,AVGSC_Y3,NCSSC_Y3,NCMSC_Y3,NCLSC_Y3,AVGSS_Y3,NCSSS_Y3,NCMSS_Y3,NCLSS_Y3
33671813331139,33,67181,3331139,2020-21,5,22,,,9,8,,,4,9,,,9,8,3,,7,13,1,,7,7,,,9,13,,,15,4,2,,9,9,,,13,4,,,3,8,,,15,4,,
33672493337649,33,67249,3337649,2020-21,5,64,,,5,39,,,5,31,1,,5,46,,,4,63,,,4,44,,,5,36,,,4,56,,,5,62,1,1,5,37,,,5,36,,,4,65,,
54719935432414,54,71993,5432414,2020-21,22,28,24,1,25,14,23,1,26,6,25,1,26,4,21,,26,19,26,5,33,10,14,12,28,7,23,3,27,10,16,6,30,15,18,15,48,11,1,35,24,9,26,,25,12,19,2
39686760124248,39,68676,0124248,2020-21,22,5,5,,16,10,6,,24,2,7,,25,4,6,,21,3,7,,15,14,3,,21,5,5,,25,2,7,,26,1,7,,14,14,3,,24,3,6,,25,3,6,
54105466119291,54,10546,6119291,2020-21,12,4,1,,7,8,,,8,6,,,11,5,,1,17,4,,,7,10,,,10,5,,,13,4,,1,18,3,1,,7,8,1,,14,3,1,,14,3,2,
55723895530019,55,72389,5530019,2020-21,8,5,,,7,4,,,5,4,1,,4,14,,,17,3,,,18,2,,,7,6,,,5,15,,,10,5,,,12,2,,,6,4,,,5,12,,
43694684331799,43,69468,4331799,2020-21,24,28,59,9,29,11,26,35,32,3,23,38,30,8,16,32,24,28,60,8,30,8,29,34,30,6,24,38,30,4,26,24,24,36,54,4,29,10,34,28,31,6,23,35,29,6,28,22
45699480101113,45,69948,0101113,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45699716050249,45,69971,6050249,2020-21,20,10,8,1,23,5,8,1,26,2,10,1,26,3,7,3,19,10,10,1,20,8,9,1,26,3,10,1,26,3,10,1,20,8,11,1,21,6,11,1,29,1,10,2,29,1,10,2
33670580111021,33,67058,0111021,2020-21,21,12,3,9,21,10,3,9,23,8,3,9,26,6,3,9,20,12,10,5,20,10,4,7,18,13,6,5,18,11,6,6,22,8,7,5,22,8,11,3,21,8,11,4,21,7,10,3
36678923636487,36,67892,3636487,2020-21,12,11,,,10,9,1,,16,4,1,,11,8,1,,11,12,,,9,11,1,,14,4,1,,12,7,1,,13,9,,,8,12,,,16,4,,,10,8,,
15635786010003,15,63578,6010003,2020-21,21,31,48,,21,19,28,,23,10,22,,23,9,23,,21,32,37,,22,11,21,,22,12,17,,23,14,15,,24,10,23,,19,21,13,,19,22,10,,19,29,4,
41690474134557,41,69047,4134557,2020-21,23,17,23,13,25,16,22,13,29,3,18,14,27,6,25,9,27,13,17,18,26,16,21,14,28,6,15,17,30,7,19,14,16,47,28,4,21,23,30,6,26,8,20,13,22,20,15,14
01751016066500,01,75101,6066500,2020-21,27,7,14,12,27,5,16,10,31,1,12,14,30,3,13,12,24,11,13,12,28,7,12,10,30,2,11,14,26,7,10,14,24,8,16,9,25,8,16,7,28,6,7,15,28,3,15,10
18750366010714,18,75036,6010714,2020-21,10,2,,,10,2,,,10,2,,,20,1,,,23,,1,,23,,1,,12,2,,,12,2,,,9,2,,,9,2,,,9,2,,,9,2,,
15635291530344,15,63529,1530344,2020-21,24,43,23,43,25,28,31,34,24,28,17,35,27,22,8,41,16,86,51,18,25,28,22,42,22,37,31,22,18,56,33,20,17,84,41,27,25,27,25,38,20,37,27,23,19,52,23,26
19647330122382,19,64733,0122382,2020-21,18,17,8,,23,14,11,4,26,7,7,4,28,2,7,4,20,13,7,2,20,12,3,2,27,2,6,2,28,3,4,3,18,15,8,3,20,10,7,2,30,4,1,6,24,3,7,1
39685856042220,39,68585,6042220,2020-21,26,10,25,7,27,4,31,2,30,2,17,14,31,2,15,15,19,34,28,2,25,7,29,3,26,4,31,3,26,7,25,6,9,128,4,2,12,67,5,2,15,51,6,3,13,61,5,2
37735690113522,37,73569,0113522,2020-21,19,23,10,7,27,4,10,4,31,2,3,9,30,2,3,9,19,23,11,3,24,9,19,,33,1,1,11,35,,2,10,18,21,10,4,22,9,16,2,36,,1,11,32,1,5,7
36676523637659,36,67652,3637659,2020-21,11,41,,,9,29,,,9,23,,,18,17,6,,16,16,7,,8,28,,,9,20,,,16,21,4,,5,80,,,3,71,,,3,75,,,7,67,,
27661346058754,27,66134,6058754,2020-21,17,9,11,1,22,6,10,,27,1,11,,24,3,11,,17,13,7,,18,8,10,,24,3,10,,23,2,11,,18,10,8,,20,8,9,,26,1,11,,24,1,12,
43695836100325,43,69583,6100325,2020-21,22,11,7,8,28,4,6,8,31,2,4,11,28,4,2,12,22,13,6,9,27,4,5,9,24,7,,14,26,6,2,12,20,13,11,5,23,8,6,8,26,4,8,7,26,4,7,8
39685776041966,39,68577,6041966,2020-21,,,,,23,2,1,,26,2,,1,26,2,,1,28,1,4,,25,1,5,,29,,4,,29,,4,,22,2,2,1,25,1,2,1,25,1,2,1,25,1,2,1
10752750124123,10,75275,0124123,2020-21,21,6,12,,21,4,5,,23,4,4,,27,1,6,,27,2,10,1,19,6,3,,23,4,4,,26,3,4,,21,9,3,1,13,10,,,18,5,3,,17,7,1,
19734376012405,19,73437,6012405,2020-21,,,,,,,,,,,,,,,,,26,1,3,1,26,1,3,1,21,2,3,1,21,2,3,1,21,2,4,,21,2,4,,21,2,4,,21,2,4,
40687006042931,40,68700,6042931,2020-21,24,7,19,,24,6,18,,30,,16,4,27,2,21,,23,10,15,1,25,4,20,,27,3,16,4,26,3,20,1,16,54,17,1,15,56,15,1,17,47,20,,15,57,18,
14632481431352,14,63248,1431352,2020-21,7,4,,,7,3,,,9,3,,,5,3,,,6,6,,,11,3,,,11,3,,,4,5,,,11,4,,,11,3,,,11,3,,,10,3,,
33751763330487,33,75176,3330487,2020-21,29,21,16,47,29,17,15,43,28,11,57,1,28,17,16,38,29,19,20,43,30,14,23,36,28,10,57,3,28,19,14,36,28,16,34,38,31,9,16,44,28,8,59,3,29,13,22,35
19648401936475,19,64840,1936475,2020-21,14,16,,,9,20,,,13,8,,,18,10,6,,16,12,4,,13,14,,,14,8,,,21,7,3,,18,8,3,,15,13,1,,22,3,3,,24,3,5,2
37679916037626,37,67991,6037626,2020-21,23,9,10,6,21,8,4,7,24,7,8,4,23,6,1,10,19,14,9,5,21,7,6,5,34,,2,9,34,,2,9,20,9,8,2,21,6,8,2,28,1,9,1,28,1,8,2
58727516056816,58,72751,6056816,2020-21,21,6,9,,23,5,9,,27,2,7,2,27,1,10,,23,3,10,,22,4,9,,29,1,9,,29,,10,,19,10,4,,15,15,3,,22,6,6,,22,6,6,
19648086085682,19,64808,6085682,2020-21,28,6,10,9,29,4,7,9,33,2,3,12,29,3,7,7,24,10,6,9,28,3,9,6,28,3,8,7,29,3,4,9,23,11,9,5,24,6,11,3,27,4,9,5,23,7,7,5
30666216029920,30,66621,6029920,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19647331933746,19,64733,1933746,2020-21,18,182,55,24,32,14,40,84,27,46,30,71,26,56,49,63,18,201,52,23,29,49,14,103,24,82,18,67,25,78,26,82,18,200,37,40,26,51,30,90,24,77,27,64,23,78,31,79
33671243330438,33,67124,3330438,2020-21,27,27,42,33,27,21,45,27,27,21,26,28,29,14,20,35,24,46,35,42,24,36,41,32,24,35,14,39,23,32,26,32,26,30,39,48,27,28,30,49,27,24,16,44,25,29,20,38
51714645139001,51,71464,5139001,2020-21,26,28,40,17,27,13,40,8,24,17,31,2,28,9,31,14,27,24,47,18,31,7,41,13,27,9,36,4,33,1,30,22,18,71,7,8,20,55,7,8,15,55,1,,18,54,7,4
19753090134619,19,75309,0134619,2020-21,5,13,,,7,8,1,,6,9,1,,8,8,1,,7,15,1,,5,20,1,,7,12,1,,7,15,,,8,12,,1,4,18,,1,7,11,,1,7,10,1,
39686760119784,39,68676,0119784,2020-21,2,31,,,3,15,,,2,11,,,2,31,,,2,26,,,2,8,,,2,9,,,2,31,,,2,22,,,2,6,,,2,8,,,2,30,,
07617540730424,07,61754,0730424,2020-21,11,14,,,14,8,,,21,2,2,,24,2,5,,10,14,1,,9,9,,,14,5,,,21,3,3,1,23,1,1,,7,6,,,8,4,,,14,4,,
45104540132944,45,10454,0132944,2020-21,21,2,,,21,2,,,21,2,,,21,2,,,25,1,1,,25,1,1,,25,1,1,,25,1,1,,10,4,,,10,4,,,10,4,,,10,4,,
43104390116814,43,10439,0116814,2020-21,32,,6,6,32,,6,6,24,2,3,3,,,,,25,4,15,,24,1,2,,28,,3,,,,,,36,,,9,36,,,4,39,,,2,,,,
30666473030483,30,66647,3030483,2020-21,4,12,,,2,5,,,2,3,,,2,11,,,4,12,,,1,6,,,2,5,,,3,11,,,9,13,2,,5,15,,,8,11,,1,9,11,1,1
19647176015044,19,64717,6015044,2020-21,27,5,15,2,27,5,14,3,29,1,14,5,27,6,12,4,24,13,17,3,26,8,16,3,28,3,15,5,28,3,18,5,24,10,17,,26,8,14,1,28,4,17,4,28,5,16,4
13630996111587,13,63099,6111587,2020-21,25,20,24,10,26,11,19,13,29,3,11,12,30,2,10,5,21,28,23,3,23,20,16,6,23,9,10,3,23,9,9,2,20,30,16,2,21,28,18,,23,6,14,1,23,8,7,
19647331931526,19,64733,1931526,2020-21,23,37,11,30,25,21,15,23,28,14,3,23,27,14,11,23,20,46,7,34,26,15,23,18,29,12,3,28,29,10,9,23,23,36,22,20,26,15,18,21,29,10,7,26,26,17,7,24
45699894533600,45,69989,4533600,2020-21,13,17,6,,14,18,3,,17,9,4,,21,6,4,,12,19,6,,12,19,2,,17,9,4,,11,15,4,,9,30,4,,10,23,3,,11,16,3,,10,23,3,
05615640530022,05,61564,0530022,2020-21,7,6,,,9,3,,,5,4,,,7,5,,,10,3,,,6,3,,,6,2,,,15,3,,,5,4,,,10,2,,,,,,,7,3,,
15633620136713,15,63362,0136713,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19647331939859,19,64733,1939859,2020-21,20,45,32,13,21,27,20,15,23,21,20,19,25,29,19,28,20,57,28,15,22,27,20,16,22,28,23,17,23,29,24,14,20,49,32,19,21,31,31,6,24,27,23,18,24,21,26,13
19647330112045,19,64733,0112045,2020-21,22,24,8,20,22,28,10,20,24,8,8,5,27,5,5,11,23,17,21,8,21,32,17,14,21,12,9,3,28,6,3,11,20,22,12,13,22,23,15,17,25,8,9,4,26,8,4,9
19645271932698,19,64527,1932698,2020-21,13,17,,,15,10,,,13,6,,,16,13,,,10,17,,,13,10,,,13,6,,,13,13,,,12,22,,,19,7,2,,16,6,,,18,11,2,
19646676014708,19,64667,6014708,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,,,20,2,,,20,2,,,20,2,,
43696176048037,43,69617,6048037,2020-21,21,12,10,4,25,4,7,5,22,6,12,1,27,2,8,3,21,11,10,,22,5,7,3,20,9,9,,20,5,6,1,19,14,10,,20,7,10,,17,14,4,,18,13,5,
43696094334116,43,69609,4334116,2020-21,21,58,49,4,23,39,56,2,27,7,66,4,24,30,65,3,22,52,46,4,23,35,59,2,30,5,65,9,25,17,71,6,20,63,28,5,19,54,50,1,28,11,60,4,24,27,61,
22655320125823,22,65532,0125823,2020-21,14,1,1,,7,4,,,7,4,,,14,1,1,,16,1,1,,8,4,,,8,4,,,8,4,,,7,4,,,7,4,,,7,4,,,7,4,,
14766870110031,14,76687,0110031,2020-21,1,2,,,1,1,,,2,1,,,2,1,,,1,1,,,1,1,,,,,,,1,1,,,1,1,,,1,1,,,,,,,1,2,,
31668866031199,31,66886,6031199,2020-21,,,,,27,,7,,28,,6,,28,,6,,,,,,29,,4,3,30,,4,2,,,,,,,,,10,19,,,9,18,,,,,,
31669443138500,31,66944,3138500,2020-21,22,11,8,,24,9,9,1,26,3,10,,29,2,10,,25,5,14,,26,7,10,1,27,6,9,,30,2,10,1,21,7,12,2,29,3,11,4,28,1,14,1,29,,13,1
41689244137535,41,68924,4137535,2020-21,26,6,18,8,24,10,23,2,24,8,16,1,27,6,16,8,29,4,14,10,26,10,10,9,27,4,20,,28,3,19,4,28,2,20,4,27,2,21,2,27,2,18,1,29,4,13,7
19648656117584,19,64865,6117584,2020-21,27,7,3,14,28,4,6,12,33,2,1,16,33,1,3,15,28,7,11,6,29,4,10,9,33,,4,15,32,,12,8,20,19,6,7,19,21,9,4,21,17,6,5,22,16,6,5
11626616007611,11,62661,6007611,2020-21,18,10,5,3,18,7,4,3,3,2,,,22,4,5,1,19,7,7,,14,9,7,,15,7,6,,17,7,3,,20,7,6,,15,10,2,1,19,4,6,,24,2,5,
30665143037348,30,66514,3037348,2020-21,29,17,16,49,33,5,21,41,31,6,18,31,32,9,4,46,33,25,14,54,40,6,11,51,40,3,9,43,50,5,9,45,10,244,15,3,12,189,25,4,11,155,15,,12,168,17,3
19647336058366,19,64733,6058366,2020-21,23,28,3,25,25,16,15,17,28,13,7,23,28,11,7,24,22,24,9,23,25,14,23,9,25,7,9,8,22,20,17,15,20,26,23,12,25,13,25,8,24,7,14,5,22,19,25,7
15633216114284,15,63321,6114284,2020-21,15,2,2,,12,5,2,,29,,2,,29,,2,,19,1,2,,19,1,2,,29,,2,,29,,2,,14,2,2,,14,2,2,,29,,2,,29,,2,
55724135530191,55,72413,5530191,2020-21,9,24,2,,10,24,,,11,16,1,,11,16,1,,30,,1,,18,2,,,30,,1,,30,,1,,9,24,1,,8,25,,,11,13,1,,10,14,1,
43694356085690,43,69435,6085690,2020-21,23,13,18,2,23,12,19,1,25,10,21,4,27,5,20,3,23,14,17,1,22,14,18,,24,10,23,1,24,9,18,,24,10,9,7,22,17,7,4,30,6,3,12,32,1,10,7
33752426111033,33,75242,6111033,2020-21,29,4,5,14,27,5,9,10,27,5,5,14,27,5,5,14,29,5,7,12,30,3,6,13,26,6,9,10,29,4,7,12,13,50,,,10,57,,,14,44,,,14,44,,
19647336057939,19,64733,6057939,2020-21,22,24,24,6,25,10,28,5,27,8,26,10,26,7,24,7,22,23,22,7,27,7,19,10,24,11,30,4,23,12,19,9,21,26,25,7,26,9,22,6,24,5,12,3,23,13,21,7
56738746098255,56,73874,6098255,2020-21,27,4,16,7,26,6,18,4,29,,22,3,28,1,19,7,28,2,18,5,28,5,17,5,30,1,16,7,30,1,18,5,27,3,22,2,26,4,21,2,29,,21,3,29,1,20,3
34673480100040,34,67348,0100040,2020-21,28,1,26,7,29,2,23,5,31,,21,9,30,,21,9,27,8,26,1,26,7,20,3,27,4,26,,27,6,24,,24,12,20,1,25,9,16,4,24,13,19,,23,14,18,
21102150113183,21,10215,0113183,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54722310127621,54,72231,0127621,2020-21,29,1,13,,25,5,11,,29,,13,2,29,1,12,1,29,2,9,5,28,3,11,2,32,,7,8,32,,11,3,28,3,11,2,21,10,9,1,22,11,8,,28,1,13,1
10739650114751,10,73965,0114751,2020-21,4,7,,,3,3,,,5,4,,,2,9,,,3,7,,,3,4,,,3,3,,,3,7,,,1,2,,,1,1,,,,,,,1,2,,
01611436090294,01,61143,6090294,2020-21,13,11,6,,20,8,11,,27,3,10,,24,2,11,,18,10,10,,20,10,11,,25,5,7,,21,8,7,,32,5,6,6,40,2,3,16,39,3,2,8,38,3,3,9
41689990135608,41,68999,0135608,2020-21,,,,,,,,,,,,,,,,,31,,6,,31,,6,,31,,6,,31,,6,,31,,6,,31,,6,,31,,6,,31,,6,
12629506008064,12,62950,6008064,2020-21,25,1,8,,25,1,7,,25,1,8,,25,1,8,,23,3,8,,23,3,8,,23,3,8,,23,3,8,,30,,7,1,30,,7,1,30,,7,1,30,,7,1
20756060125021,20,75606,0125021,2020-21,17,17,3,,16,13,6,,17,1,,,16,14,1,,16,16,4,,15,13,5,,20,2,,,16,15,2,,10,25,,1,10,21,1,,10,4,,,10,21,,
39685696105738,39,68569,6105738,2020-21,16,8,3,,14,9,2,,22,2,5,,22,2,5,,19,5,3,,20,3,4,,23,2,4,,20,2,5,,16,8,,,18,4,2,,16,6,1,,16,5,2,
22655326103477,22,65532,6103477,2020-21,23,1,1,,23,1,1,,23,1,1,,23,1,1,,20,2,,,20,2,,,20,2,,,20,2,,,22,1,1,,22,1,1,,22,1,1,,22,1,1,
36676780120329,36,67678,0120329,2020-21,23,5,4,4,21,6,8,1,29,2,4,4,26,2,7,2,23,5,6,4,24,4,7,3,28,1,4,6,26,2,6,4,6,67,2,,7,43,2,4,7,41,5,,8,39,7,
27754406026678,27,75440,6026678,2020-21,27,9,17,11,28,2,26,,28,4,26,4,30,,22,4,25,15,24,2,26,4,25,2,29,2,25,1,27,7,19,4,26,12,23,5,27,3,26,3,29,1,26,,28,2,23,3
56726035635008,56,72603,5635008,2020-21,23,36,13,44,25,28,8,38,28,15,11,30,27,17,13,33,25,30,18,40,23,35,17,28,28,14,18,25,28,16,15,35,14,154,22,,14,128,15,2,16,96,15,,14,123,12,
27660682730174,27,66068,2730174,2020-21,25,29,18,17,27,9,28,10,27,4,11,6,30,4,19,11,27,18,25,20,28,7,23,17,30,3,9,10,30,1,18,16,27,19,18,29,28,8,24,18,31,4,6,16,32,4,6,22
50712330121525,50,71233,0121525,2020-21,,,,,,,,,,,,,,,,,33,,,1,33,,,1,17,2,,,33,,,1,29,,1,,29,,1,,15,2,,,29,,1,
19647330111484,19,64733,0111484,2020-21,4,21,,,12,6,,,23,1,2,,15,4,,,5,21,,,13,6,,,19,3,2,,16,3,,,6,5,,,5,3,,,27,,3,,17,1,,
56724626055040,56,72462,6055040,2020-21,28,4,24,6,30,,30,4,31,1,18,11,28,3,21,7,28,4,27,4,28,4,27,3,29,5,13,10,27,8,19,4,24,13,11,2,23,13,11,,27,5,12,2,23,10,12,
19644856013015,19,64485,6013015,2020-21,27,8,10,12,28,6,9,13,30,4,3,19,30,4,7,15,23,13,16,5,25,10,14,7,32,4,,20,30,5,2,18,26,10,7,13,26,11,5,13,28,6,3,18,28,6,5,17
01613090101212,01,61309,0101212,2020-21,34,,2,4,34,,2,4,34,,2,4,34,,2,4,35,,,7,35,,,6,35,,,6,35,,,6,16,13,,,16,13,,,18,12,,,17,12,,
19647256061386,19,64725,6061386,2020-21,27,8,9,13,30,4,4,16,30,4,3,11,31,3,4,16,27,9,6,13,33,3,,19,31,3,2,13,33,3,1,18,20,20,6,10,25,9,10,9,24,9,6,7,26,8,8,11
18641390131953,18,64139,0131953,2020-21,2,7,,,2,6,,,2,5,,,2,6,,,2,7,,,2,11,,,1,9,,,2,6,,,4,6,,,1,11,,,2,7,,,2,8,,
34674396059364,34,67439,6059364,2020-21,27,7,17,5,24,12,16,2,27,7,7,13,24,12,11,12,36,6,13,11,30,4,21,8,23,8,20,4,23,8,23,1,25,6,22,1,23,11,20,,22,8,23,1,23,8,21,2
11754816007496,11,75481,6007496,2020-21,21,12,10,3,21,8,9,1,25,4,7,3,26,2,8,3,19,19,6,2,22,5,11,,25,5,9,,23,4,9,1,17,20,8,1,17,10,9,,20,9,7,,19,8,8,
43696256068167,43,69625,6068167,2020-21,24,9,19,4,27,5,16,6,25,6,18,5,31,1,15,8,20,21,11,2,26,5,18,3,29,4,10,10,28,5,17,3,27,3,15,3,27,3,15,4,29,,17,3,27,3,15,4
21102156069504,21,10215,6069504,2020-21,7,6,,,5,4,,,3,4,,,4,4,,,4,7,,,4,4,,,6,2,,,4,4,,,3,7,,,3,4,,,3,4,,,3,4,,
45752674530176,45,75267,4530176,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39685850133678,39,68585,0133678,2020-21,29,2,12,,35,,10,1,32,,6,,32,,6,,30,2,12,,30,2,12,,32,,6,,32,,6,,32,,12,,32,,12,,32,,6,,32,,6,
47764556105480,47,76455,6105480,2020-21,14,6,3,,14,5,2,,,,,,17,3,3,,17,4,3,,16,4,2,,16,4,2,,16,4,2,,10,9,,,10,9,,,11,8,,,11,8,,
37737910105684,37,73791,0105684,2020-21,30,7,9,27,31,6,10,26,35,,5,31,34,,7,30,30,8,4,27,30,6,16,18,33,2,6,28,32,1,9,22,22,30,18,3,25,21,17,7,31,,21,14,32,,19,15
39685936042386,39,68593,6042386,2020-21,28,,6,,28,,6,,28,,6,,28,,6,,32,,3,3,28,2,5,3,32,,3,3,32,,3,3,31,,6,,31,,6,,31,,6,,31,,6,
42772060138370,42,77206,0138370,2020-21,3,61,,,2,58,,,2,26,,,3,36,,,4,50,1,,6,24,,,5,14,,,7,18,,1,2,83,,,2,61,,,3,34,,,3,45,,
37683386059711,37,68338,6059711,2020-21,23,4,6,3,22,5,6,2,24,3,5,4,24,4,5,3,24,6,4,4,25,5,3,4,26,5,3,4,26,4,3,5,18,5,6,,20,3,5,,21,2,5,,26,,5,
22102236105308,22,10223,6105308,2020-21,3,3,,,3,3,,,4,2,,,4,2,,,4,1,,,4,1,,,4,1,,,4,1,,,2,1,,,1,2,,,1,2,,,2,1,,
41104130113332,41,10413,0113332,2020-21,3,6,,,3,4,,,3,4,,,3,8,,,4,7,,,3,6,,,7,2,,,5,6,,,3,5,,,4,2,,,3,4,,,3,5,,
34673146113831,34,67314,6113831,2020-21,27,12,16,16,24,11,17,1,29,5,2,14,32,2,4,12,30,5,17,15,25,4,24,,27,4,11,7,30,2,8,9,30,6,14,18,23,12,15,2,30,3,4,13,31,2,7,10
04614240137828,04,61424,0137828,2020-21,5,45,1,,4,21,,,3,26,,,2,45,,,3,57,,,2,37,,,3,28,,,3,39,,,3,47,,,2,51,,,3,26,,,3,38,,
19647330135681,19,64733,0135681,2020-21,12,27,6,,17,12,5,2,16,12,6,2,18,10,5,2,15,32,11,3,20,12,5,3,19,11,8,2,16,17,7,4,15,31,12,2,21,12,8,2,20,13,10,2,17,23,8,2
37683386059646,37,68338,6059646,2020-21,22,14,7,7,25,7,10,5,29,3,5,9,31,1,4,10,26,8,6,9,31,,9,9,31,1,5,10,34,,2,12,21,7,9,1,22,5,7,,25,3,7,,25,3,7,
54105465430327,54,10546,5430327,2020-21,14,13,4,,15,12,3,,10,8,1,,14,12,3,,14,15,3,,13,13,4,,14,8,2,,13,11,4,,9,28,2,,8,22,,,9,17,2,,8,23,,
52715060137414,52,71506,0137414,2020-21,3,5,,,3,3,,,3,3,,,3,6,,,,,,,,,,,,,,,,,,,4,9,,,2,15,,,,,,,2,15,,
48705400125310,48,70540,0125310,2020-21,30,3,8,6,28,4,6,8,32,1,7,7,25,6,6,6,38,2,6,9,28,4,11,3,31,1,10,4,31,,10,5,32,2,4,11,29,3,8,7,32,,9,6,31,1,8,6
36678683630241,36,67868,3630241,2020-21,19,2,3,,14,2,,,,,,,14,4,,,15,5,,,14,4,,,,,,,13,5,,,5,15,,,7,8,,,4,4,,,8,8,,
33672073330727,33,67207,3330727,2020-21,28,31,28,62,30,23,30,61,31,10,18,57,31,10,28,50,28,34,26,64,30,22,23,69,29,19,13,61,30,17,21,54,31,19,16,83,32,14,25,68,32,11,12,70,32,13,13,64
10622406108328,10,62240,6108328,2020-21,27,4,14,1,25,3,16,,24,9,11,,32,,5,9,26,4,14,1,23,5,15,,24,7,12,,32,,9,5,12,42,,,11,41,,,12,36,,,12,36,,
19752911995810,19,75291,1995810,2020-21,28,16,20,34,31,5,22,29,30,2,25,20,29,7,15,18,27,21,23,29,33,6,12,36,33,3,14,28,31,7,9,25,26,26,28,24,33,3,13,33,33,3,16,26,31,5,18,19
52716395237201,52,71639,5237201,2020-21,26,18,39,5,23,17,38,4,26,11,21,6,27,7,30,3,24,22,43,2,24,14,41,4,24,15,28,1,27,9,27,8,18,64,30,6,16,65,19,7,18,40,17,5,19,40,26,6
33671573331014,33,67157,3331014,2020-21,26,6,11,4,26,6,13,1,29,2,10,4,20,11,6,5,26,4,16,1,25,9,12,2,29,3,11,5,30,2,5,6,25,7,13,3,21,12,15,3,22,12,6,11,21,10,9,4
19769680109926,19,76968,0109926,2020-21,25,4,9,2,25,5,5,3,28,2,5,2,26,5,6,1,21,9,5,1,21,9,5,,21,6,3,,24,5,5,1,12,17,,,13,20,,,8,9,,,10,13,,
19647330132282,19,64733,0132282,2020-21,23,8,8,,23,7,8,2,23,9,13,1,23,7,7,2,22,8,6,2,25,5,10,2,22,8,7,1,29,9,2,4,57,1,2,4,55,1,1,5,64,1,1,4,49,1,2,6
23752182332724,23,75218,2332724,2020-21,6,4,,,3,3,,,4,4,,,8,2,,,4,6,,,7,2,,,9,2,,,4,5,,,8,3,,,7,3,,,7,3,,,8,3,,
24656316113161,24,65631,6113161,2020-21,22,1,3,,17,3,2,,29,,3,,29,1,,2,17,5,4,1,21,5,3,,27,2,8,2,27,,6,,15,12,1,,13,12,,,15,12,,,15,12,,
37682133730934,37,68213,3730934,2020-21,5,5,,,4,5,,,6,3,,,3,11,,,3,11,,,3,7,,,4,4,,,2,10,,,1,5,,,2,2,,,1,3,,,2,3,,
37683463731007,37,68346,3731007,2020-21,30,19,6,49,29,16,9,41,29,13,11,34,27,23,8,37,34,7,7,40,33,5,18,34,33,6,12,30,34,8,6,38,32,13,9,39,33,8,18,32,36,9,10,30,35,8,7,35
50755645031950,50,75564,5031950,2020-21,28,,5,,11,7,,,18,5,,,13,7,2,,7,11,,,17,4,,,16,4,,,14,6,,,6,16,,,14,4,,,14,4,,,15,5,1,
01612590109819,01,61259,0109819,2020-21,27,,10,,27,,4,,27,,4,,25,,2,,24,,8,,24,,4,,24,,4,,,,,,32,1,3,2,24,1,3,,24,1,3,,,,,
13631641335900,13,63164,1335900,2020-21,23,20,26,14,24,20,25,11,27,10,22,8,25,16,6,20,28,7,27,11,28,11,19,18,27,11,18,12,30,5,10,16,28,7,22,17,27,9,25,14,26,7,29,3,29,4,12,17
55723895530043,55,72389,5530043,2020-21,2,22,,,3,11,,,2,13,,,2,35,,,3,17,,,2,17,,,3,11,,,3,26,,,4,32,,,2,15,,,2,20,,,4,31,,
27659876026033,27,65987,6026033,2020-21,22,6,15,,25,2,15,,25,2,15,,26,2,14,,26,4,12,3,28,5,10,3,24,4,13,,25,3,13,,24,8,9,2,26,5,10,2,27,6,9,2,26,5,10,1
19647331930940,19,64733,1930940,2020-21,5,29,2,,4,23,,,6,10,1,,6,16,,,5,32,1,,4,23,,,6,6,1,,7,15,,,6,26,1,,4,19,,,3,4,,,5,21,1,
43696256048102,43,69625,6048102,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50755496052567,50,75549,6052567,2020-21,25,4,9,3,30,1,5,5,33,,4,6,33,,4,6,25,4,8,2,31,1,2,8,31,,7,4,31,,6,5,24,4,9,,29,,7,3,30,,9,1,30,,9,1
