CDSCODE,C,D,S,SARCYear,AVGEN_Y1,NCSEN_Y1,NCMEN_Y1,NCLEN_Y1,AVGMA_Y1,NCSMA_Y1,NCMMA_Y1,NCLMA_Y1,AVGSC_Y1,NCSSC_Y1,NCMSC_Y1,NCLSC_Y1,AVGSS_Y1,NCSSS_Y1,NCMSS_Y1,NCLSS_Y1,AVGEN_Y2,NCSEN_Y2,NCMEN_Y2,NCLEN_Y2,AVGMA_Y2,NCSMA_Y2,NCMMA_Y2,NCLMA_Y2,AVGSC_Y2,NCSSC_Y2,NCMSC_Y2,NCLSC_Y2,AVGSS_Y2,NCSSS_Y2,NCMSS_Y2,NCLSS_Y2,AVGEN_Y3,NCSEN_Y3,NCMEN_Y3,NCLEN_Y3,AVGMA_Y3,NCSMA_Y3,NCMMA_Y3,NCLMA_Y3,AVGSC_Y3,NCSSC_Y3,NCMSC_Y3,NCLSC_Y3,AVGSS_Y3,NCSSS_Y3,NCMSS_Y3,NCLSS_Y3
20652436023972,20,65243,6023972,2020-21,8,3,,,23,4,4,,,,,,,,,,,,,,13,2,,,,,,,,,,,5,6,,,7,6,,,1,1,,,,,,
36677773638616,36,67777,3638616,2020-21,13,83,28,10,17,43,14,18,17,36,20,7,13,63,17,14,13,88,20,18,15,59,13,19,17,34,23,7,10,89,12,12,10,134,21,2,10,98,27,,13,61,25,1,7,157,19,
56725536055412,56,72553,6055412,2020-21,21,5,2,,22,2,2,,22,2,2,,22,2,2,,25,1,4,,25,3,1,1,25,2,3,,27,1,3,,13,4,,,11,5,,,15,3,,,7,7,,
37681970132290,37,68197,0132290,2020-21,31,3,8,12,31,3,8,12,34,,7,13,32,,13,9,37,3,9,15,33,3,6,14,32,1,5,15,32,1,8,12,31,1,16,8,33,,7,13,32,,8,13,32,1,11,9
30665483034410,30,66548,3034410,2020-21,25,34,22,47,30,14,14,52,27,17,25,24,29,13,21,38,29,29,20,47,32,15,14,50,31,11,17,33,31,16,15,40,13,197,,6,15,150,7,4,15,118,3,3,14,145,2,4
01612590114868,01,61259,0114868,2020-21,27,5,9,5,27,2,12,2,28,3,9,6,26,5,11,2,29,1,15,,23,10,6,3,26,3,15,2,30,1,10,3,26,3,15,,24,7,10,1,29,1,11,6,28,2,7,3
08618206005458,08,61820,6005458,2020-21,26,,2,,26,,2,,26,,2,,26,,2,,28,,2,,28,,2,,28,,2,,28,,2,,15,2,2,,15,2,2,,15,2,2,,15,2,2,
11754811130012,11,75481,1130012,2020-21,11,2,,,18,1,,,6,4,,,5,4,,,4,9,,,6,4,,,5,5,,,3,11,,,4,9,,,6,4,,,4,6,,,5,7,,
30666703030491,30,66670,3030491,2020-21,21,41,25,22,23,31,19,20,23,19,22,9,23,24,17,21,19,50,26,15,22,30,22,20,23,18,23,10,22,30,13,19,18,62,15,21,20,38,23,16,23,23,17,11,20,40,16,11
30665306028849,30,66530,6028849,2020-21,27,8,16,10,28,5,15,12,29,4,17,12,29,5,16,10,30,3,19,11,29,6,18,9,28,3,30,1,28,5,20,7,24,11,19,3,24,13,17,3,26,4,26,2,26,8,19,3
33736760113753,33,73676,0113753,2020-21,25,11,31,,26,7,33,,27,4,23,,26,5,24,,23,10,29,,26,5,31,,25,6,25,,25,6,24,,21,9,12,,24,3,12,,26,2,12,,25,2,12,
19645926014021,19,64592,6014021,2020-21,23,9,17,2,26,5,8,5,26,5,7,6,27,3,11,3,24,10,10,7,29,4,16,12,29,2,7,7,28,2,9,6,30,3,7,13,32,2,6,21,31,2,3,11,31,2,3,11
19645191996123,19,64519,1996123,2020-21,2,30,,,2,23,,,2,21,,,1,32,,,2,22,,,1,22,,,2,17,,,1,23,,,2,8,,,2,9,,,2,6,,,2,9,,
36679343630100,36,67934,3630100,2020-21,9,12,3,,11,8,2,,19,2,3,,19,4,2,,9,11,2,,14,6,1,,19,2,2,,9,12,1,,21,3,3,,13,6,,,12,4,,,24,3,3,
48705400122093,48,70540,0122093,2020-21,2,8,,,3,5,,,10,1,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21102152130037,21,10215,2130037,2020-21,7,12,1,,5,10,,,9,5,,,7,8,,,5,9,,,6,7,,,7,5,,,4,12,,,3,8,,,4,7,,,5,4,,,3,11,,
34673143430311,34,67314,3430311,2020-21,4,37,,,7,13,,,12,6,,,12,13,,,6,25,,,10,9,,,12,6,,,10,13,1,,9,13,,,9,5,1,,14,2,1,,15,6,4,
27661596118129,27,66159,6118129,2020-21,15,91,17,,15,67,18,,13,74,11,,15,59,17,,16,74,26,,15,72,15,,13,85,4,,15,69,10,,16,38,6,,16,40,1,,14,40,2,,16,31,,1
43694274330676,43,69427,4330676,2020-21,20,11,6,3,23,6,2,1,25,2,4,1,30,1,6,3,19,16,3,5,51,,,1,45,,,4,50,,,6,35,2,4,4,66,,,1,59,,,3,59,,,4
37683383731247,37,68338,3731247,2020-21,21,15,8,,19,21,8,,18,10,2,,2,2,,,19,11,13,,21,9,15,,16,7,5,,19,9,11,,19,18,,,,,,,20,20,,,19,21,,
41690056044432,41,69005,6044432,2020-21,23,1,6,,20,3,5,,23,1,6,,23,1,6,,18,4,6,,22,4,4,,29,1,5,,29,,6,,18,4,6,,24,3,5,,25,1,5,,25,,6,
01100170136226,01,10017,0136226,2020-21,10,12,,,10,9,1,,8,12,,,14,13,1,,12,14,1,,11,9,2,,9,14,1,,18,12,2,2,15,15,3,,13,12,,,12,14,,,15,22,,
01611766056881,01,61176,6056881,2020-21,21,17,17,4,24,8,23,,25,8,21,,27,5,18,4,21,15,13,6,23,8,19,2,24,10,14,4,25,8,9,9,20,18,16,5,24,10,11,8,27,6,11,8,28,4,13,7
43695186047435,43,69518,6047435,2020-21,16,16,17,,20,17,8,,24,7,13,,23,7,14,,22,9,14,,22,9,11,,24,3,15,,24,4,14,,18,17,6,,22,11,8,,26,3,13,,29,1,10,3
30739243033917,30,73924,3033917,2020-21,29,13,55,41,28,11,62,29,31,7,33,35,30,5,54,29,30,22,44,46,29,21,42,40,32,4,43,30,32,7,44,37,29,23,41,54,26,39,48,32,26,26,37,31,31,17,32,45
36678763635844,36,67876,3635844,2020-21,21,37,25,20,27,15,20,24,27,15,12,29,24,19,22,12,26,19,22,26,27,14,18,25,27,15,17,22,24,17,23,10,20,62,13,23,22,35,24,15,25,21,16,23,23,28,19,15
55105535530142,55,10553,5530142,2020-21,1,4,,,3,1,,,2,2,,,3,1,,,2,5,,,3,2,,,2,3,,,2,6,,,1,3,,,2,2,,,4,1,,,4,1,,
39685850132837,39,68585,0132837,2020-21,13,6,,,13,4,,,13,4,,,13,4,,,9,6,,,10,4,,,10,4,,,10,4,,,8,6,,,9,4,,,9,4,,,9,4,,
56725460125674,56,72546,0125674,2020-21,5,105,9,,3,143,,,2,87,,,3,241,,,8,90,,1,5,89,1,,4,53,,,6,131,,,10,9,2,,29,4,1,4,2,2,,,25,7,4,4
45752670113407,45,75267,0113407,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19647331931534,19,64733,1931534,2020-21,7,34,1,,7,22,,,6,15,,,10,24,,,6,42,1,,11,26,,1,5,17,1,,5,35,,,11,31,1,,8,25,,1,16,8,2,,11,15,2,
31668940138081,31,66894,0138081,2020-21,7,13,,,3,2,,,5,7,,,9,8,,,8,12,,,7,7,,,5,5,,,9,7,,,6,15,,,7,7,,,6,5,,,7,9,1,
19647330101659,19,64733,0101659,2020-21,24,3,2,1,43,,2,2,29,2,,2,22,3,1,1,19,7,3,,21,5,3,,19,7,2,,20,8,2,,19,5,4,,18,6,3,,22,4,3,1,17,7,3,
10621666057343,10,62166,6057343,2020-21,22,25,17,,21,29,14,,28,4,23,5,28,2,23,7,23,25,17,,22,20,21,,28,2,29,1,28,2,27,3,21,26,16,,21,30,11,,26,3,29,,26,5,27,
19734606096358,19,73460,6096358,2020-21,24,10,16,4,27,8,10,13,34,,6,19,35,,5,23,26,10,8,15,30,4,8,16,34,1,7,17,34,,7,18,25,10,17,7,28,7,9,14,31,1,16,10,33,1,5,19
19647331935865,19,64733,1935865,2020-21,19,76,40,27,25,27,23,25,26,18,23,19,24,37,20,30,19,67,48,24,23,31,19,30,25,22,14,25,22,32,26,22,18,71,52,10,23,31,35,13,25,17,24,18,22,36,28,18
09618530930214,09,61853,0930214,2020-21,16,2,2,,10,5,1,,25,1,1,,14,3,2,,12,3,2,,8,6,1,,23,1,1,,13,4,2,,13,4,1,,16,2,1,,26,1,1,,15,4,2,
33751766112734,33,75176,6112734,2020-21,26,8,8,14,32,2,9,12,28,5,9,12,29,4,8,13,27,9,8,13,29,5,7,14,29,6,3,17,30,4,5,16,29,7,3,19,34,1,4,16,30,6,1,18,30,5,3,17
34673143430618,34,67314,3430618,2020-21,29,15,4,31,31,6,9,25,34,2,6,25,31,7,7,29,31,11,2,32,30,7,10,25,33,3,3,30,32,6,2,37,32,5,10,30,29,6,15,20,36,,2,32,34,3,10,30
19647330135707,19,64733,0135707,2020-21,25,2,1,1,20,4,1,1,25,2,1,1,25,2,1,1,19,3,6,,23,1,4,,28,,4,,27,,5,,18,5,4,,26,1,3,,26,1,3,,24,2,3,
33670823330537,33,67082,3330537,2020-21,24,35,10,33,27,21,14,28,21,20,8,14,24,19,17,23,26,30,9,37,27,21,10,34,28,11,7,16,27,16,13,24,21,48,15,34,23,30,17,28,24,14,2,14,24,26,9,27
07617626119226,07,61762,6119226,2020-21,24,15,36,,24,7,19,,27,2,21,,26,3,21,,26,10,36,2,25,5,20,,26,4,19,1,25,7,17,1,24,11,38,,24,5,19,,24,5,19,,24,4,20,
36678503630597,36,67850,3630597,2020-21,23,42,35,48,22,56,40,28,24,33,28,36,22,43,23,37,27,27,22,62,24,31,44,36,26,21,31,37,26,25,28,37,22,47,39,49,24,36,48,33,22,36,49,24,22,41,20,42
20652430123414,20,65243,0123414,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43733874331039,43,73387,4331039,2020-21,12,12,1,,7,11,,,7,7,,,10,15,2,,16,7,,,8,11,,,10,3,,,12,11,1,,9,10,,,10,7,,,7,4,,,10,12,1,
16639251634401,16,63925,1634401,2020-21,21,39,27,18,25,15,22,24,23,21,15,17,22,25,18,23,23,25,35,22,24,20,23,19,22,21,24,17,22,23,17,24,20,39,45,9,21,27,24,17,24,15,16,25,17,47,19,18
15636851530997,15,63685,1530997,2020-21,9,18,4,,9,22,2,,14,12,2,,12,18,4,,11,16,5,,13,15,2,,14,9,5,,9,22,5,,7,31,3,,7,27,2,,9,20,2,,8,28,5,
37684116059786,37,68411,6059786,2020-21,15,42,14,1,25,7,20,3,15,32,20,1,15,29,19,,18,35,13,6,39,7,5,13,15,28,19,,17,23,17,2,35,13,5,11,44,8,2,13,26,5,18,,28,6,4,11
37103710138404,37,10371,0138404,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19101990112128,19,10199,0112128,2020-21,27,5,6,6,27,2,10,6,31,,7,5,31,1,6,7,23,6,10,1,23,6,13,,28,2,8,2,30,1,10,1,26,6,11,5,28,4,10,7,29,1,9,5,31,1,10,5
36679343630670,36,67934,3630670,2020-21,1,836,,,1,704,,,1,433,,,1,625,,,1,881,,,1,597,,,1,276,,,1,616,,,1,765,,,1,517,,,1,282,,,1,562,,
37684520126300,37,68452,0126300,2020-21,5,8,,,4,10,,,3,5,,,3,12,,,6,10,,,5,8,,,6,5,,,4,12,,,4,18,,,6,10,,,8,7,,,5,13,,
16638910122820,16,63891,0122820,2020-21,3,8,,,3,6,,,3,5,,,2,6,,,2,8,,,2,6,,,3,5,,,2,6,,,2,5,,,2,4,,,2,3,,,2,6,,
43696414332904,43,69641,4332904,2020-21,24,21,61,2,26,16,62,3,26,15,57,,25,17,67,1,24,24,54,2,29,11,49,17,27,13,55,5,28,16,51,15,24,22,52,,26,17,52,7,27,13,52,4,26,14,61,6
43694196046767,43,69419,6046767,2020-21,23,11,33,,25,7,28,,26,9,27,,27,2,31,,22,12,33,,26,7,27,,29,2,29,,29,,31,,22,18,28,,23,12,22,1,27,6,24,,26,5,26,
30664316058820,30,66431,6058820,2020-21,26,16,8,20,26,7,23,10,31,4,8,21,32,4,4,25,30,14,9,22,39,6,6,24,31,4,9,21,30,5,9,21,33,14,11,20,44,5,2,26,32,4,2,26,31,4,12,17
55723976054928,55,72397,6054928,2020-21,14,10,4,2,13,7,1,1,28,1,1,1,28,1,2,1,20,6,6,,17,6,1,,27,1,3,1,27,1,3,1,25,,8,,25,,4,,28,,4,,28,,4,
19642460126003,19,64246,0126003,2020-21,23,13,11,3,15,31,6,3,22,16,14,1,23,11,13,3,22,13,14,3,18,19,16,3,20,13,16,2,19,21,14,2,25,10,12,1,18,20,10,1,21,15,11,1,21,12,16,
40754576101570,40,75457,6101570,2020-21,23,8,14,1,26,4,12,2,28,2,14,1,30,,12,3,30,7,6,9,29,6,8,7,29,2,8,7,30,1,8,7,25,11,10,5,30,4,10,4,31,,10,4,30,,12,2
01750930136929,01,75093,0136929,2020-21,,,,,18,2,2,,24,2,1,,,,,,16,2,3,,17,9,2,,28,,6,,25,1,2,,20,2,3,,17,7,4,,27,1,6,,30,,3,
37684116059745,37,68411,6059745,2020-21,26,17,9,22,29,11,6,25,27,7,31,5,31,4,11,22,29,15,12,19,34,5,10,21,29,4,31,2,34,3,9,22,43,7,4,20,37,6,8,18,31,8,20,6,36,1,6,20
50757396118814,50,75739,6118814,2020-21,26,8,12,8,21,17,16,3,24,11,12,5,25,8,14,5,28,5,13,7,26,6,16,4,26,6,17,3,27,5,10,10,25,8,15,4,22,12,15,2,22,12,17,,23,12,12,4
41689244135075,41,68924,4135075,2020-21,24,8,17,2,24,8,14,3,28,2,16,,29,2,17,3,32,2,15,5,19,15,14,2,29,,17,,33,1,16,6,30,,3,,18,16,10,4,29,,17,,28,1,21,1
17640301730019,17,64030,1730019,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05615646105431,05,61564,6105431,2020-21,25,4,13,1,25,4,13,,26,2,14,,24,5,12,1,29,3,3,9,26,5,10,2,28,1,10,4,30,2,3,9,39,3,,7,35,4,3,4,63,,3,3,42,2,1,6
56726035630249,56,72603,5630249,2020-21,5,68,,,4,66,,,3,58,,,6,49,,,6,63,,,4,51,,,4,51,,,5,56,,,3,141,,,3,125,,,2,97,,,3,125,,
33671816032460,33,67181,6032460,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19734376013478,19,73437,6013478,2020-21,,,,,,,,,,,,,,,,,30,,1,1,30,,1,1,30,,1,1,30,,1,1,28,,2,1,28,,2,1,28,,2,1,28,,2,1
37683383737962,37,68338,3737962,2020-21,8,31,2,,13,14,,,9,16,,,9,20,1,,7,37,1,,15,11,2,,8,21,,,9,18,2,,10,19,,,9,18,,,8,16,,,13,15,1,
47704664738753,47,70466,4738753,2020-21,16,8,4,,22,4,3,,23,3,4,,23,3,2,,14,8,2,,16,8,1,,22,3,3,,17,4,2,,19,6,2,,21,3,2,,21,3,3,,29,1,1,2
29663570112367,29,66357,0112367,2020-21,21,5,1,,11,5,2,,22,2,2,,23,1,2,,19,5,2,,21,3,2,,25,,2,,21,2,1,,20,2,4,,18,4,2,,21,2,2,,25,1,2,
20756060117010,20,75606,0117010,2020-21,9,20,,,10,18,,,11,1,,,9,15,,,9,21,,,9,19,,,11,2,,,8,18,,,10,28,1,,9,27,,,7,6,,,10,20,1,
19647336115794,19,64733,6115794,2020-21,21,21,19,9,27,8,9,14,26,5,6,8,28,7,10,13,21,29,16,13,26,9,13,12,26,5,8,8,26,10,12,14,21,30,18,9,25,10,17,6,23,13,17,6,24,13,18,6
15634386009435,15,63438,6009435,2020-21,20,6,9,,22,5,6,,23,5,8,,27,,9,,19,7,5,,16,10,4,,22,5,5,,28,4,3,3,18,10,3,,20,7,4,,22,5,5,,22,6,4,
43694846098214,43,69484,6098214,2020-21,28,4,12,6,30,2,6,12,29,2,12,7,29,3,12,6,25,4,19,1,29,3,8,10,29,3,7,11,26,3,16,4,23,7,15,3,26,4,15,3,26,4,13,5,26,4,14,4
36678196036420,36,67819,6036420,2020-21,27,7,14,9,26,4,18,4,27,4,15,6,28,5,11,8,23,11,14,4,27,6,16,4,27,5,13,5,25,5,15,3,22,11,18,,26,4,18,,26,6,16,,24,8,16,
40688256043319,40,68825,6043319,2020-21,18,5,1,,21,3,1,,21,3,1,,21,3,1,,23,5,5,,23,2,2,,23,2,2,,23,2,2,,20,6,2,,20,3,1,,18,2,,,20,3,1,
45701364537304,45,70136,4537304,2020-21,25,17,30,12,22,28,29,8,24,12,21,9,25,17,22,18,27,11,29,10,23,24,23,12,24,12,24,1,23,20,25,15,21,22,35,1,19,33,31,1,23,12,27,1,21,22,38,
39686500108035,39,68650,0108035,2020-21,,,,,,,,,,,,,,,,,28,,4,,28,,4,,28,,4,,28,,4,,28,,4,,28,,4,,28,,4,,28,,4,
41104130128652,41,10413,0128652,2020-21,2,9,,,2,4,,,2,4,,,2,8,,,3,7,,,4,3,,,4,3,,,3,8,,,2,3,,,3,2,,,2,3,,,2,4,,
36675870107425,36,67587,0107425,2020-21,29,,6,,29,,6,,29,,6,,29,,6,,29,,6,,29,,6,,29,,6,,29,,6,,28,,7,,28,,6,,28,,6,,28,,6,
43696176048045,43,69617,6048045,2020-21,12,7,,,,,,,,,,,,,,,28,1,4,2,28,1,3,1,28,1,3,1,28,1,3,1,24,5,8,,25,1,4,,31,,4,,31,,4,
19646420136127,19,64642,0136127,2020-21,1,18,,,2,12,,,1,8,,,1,13,,,2,17,,,4,8,,,2,7,,,3,6,,,2,26,,,2,29,,,2,15,,,2,20,,
19734450122465,19,73445,0122465,2020-21,27,2,4,3,29,,6,2,30,,6,2,24,3,5,2,26,3,3,3,31,,3,4,31,,3,4,24,2,5,2,27,2,3,3,30,1,3,3,29,2,3,3,24,2,6,1
45699480134122,45,69948,0134122,2020-21,22,2,2,,16,5,2,,25,1,3,,25,1,3,,28,,2,1,18,6,,,32,,1,2,32,,1,2,9,9,,,11,10,1,1,11,8,,,11,8,,
36739573630365,36,73957,3630365,2020-21,16,9,2,,14,6,,,24,1,2,,17,10,3,,17,7,4,,14,5,1,,23,1,3,,23,4,4,,15,13,3,,9,12,,,20,4,2,,22,7,5,
01613090137745,01,61309,0137745,2020-21,12,8,1,,8,5,,,7,4,,,11,10,,,9,9,,,8,5,,,5,5,,,10,8,,,16,6,3,,15,3,1,,16,3,,,19,8,,
19649071933324,19,64907,1933324,2020-21,28,21,15,36,26,22,26,21,29,10,15,23,27,14,20,16,27,21,29,21,26,19,34,13,29,7,18,22,26,16,15,19,26,16,39,12,27,15,19,24,28,8,23,13,27,12,18,17
36678433630928,36,67843,3630928,2020-21,21,7,4,,15,13,2,,19,10,2,,17,10,2,,22,8,3,,15,11,4,,14,15,1,,16,11,3,,12,19,1,,13,17,1,,12,21,3,,12,19,1,
33672156059125,33,67215,6059125,2020-21,21,19,11,8,24,9,11,8,27,5,12,8,28,5,9,10,15,33,17,2,24,8,19,2,30,4,7,12,30,3,9,11,6,126,8,2,5,141,5,1,5,120,9,1,5,122,9,
43694684334462,43,69468,4334462,2020-21,24,31,64,1,30,9,26,34,31,4,41,24,29,5,41,13,25,13,75,1,30,4,47,17,30,3,39,25,30,4,34,17,25,12,70,1,30,6,22,33,30,6,27,30,30,3,30,18
19647336058184,19,64733,6058184,2020-21,22,26,26,6,23,15,20,7,23,13,11,7,26,9,21,8,23,22,28,4,23,14,24,3,23,11,19,2,24,13,23,4,22,19,33,1,23,11,26,2,24,9,22,1,24,8,28,2
37683046105563,37,68304,6105563,2020-21,30,8,5,18,29,7,8,17,37,,,22,36,,4,18,26,8,12,13,28,6,11,13,32,1,8,14,33,,11,12,26,6,15,9,24,13,11,8,31,2,11,9,33,,12,9
37684116120968,37,68411,6120968,2020-21,27,16,25,28,31,5,27,27,28,3,58,2,32,2,22,31,32,16,15,35,34,7,14,37,28,6,48,3,32,2,17,33,38,9,18,29,36,10,15,30,28,5,52,,31,4,14,32
48705730135095,48,70573,0135095,2020-21,25,6,,3,14,8,,1,12,8,,,26,3,2,3,22,7,2,3,12,10,,1,16,5,2,,27,4,1,4,14,29,3,3,13,16,3,1,11,17,1,,18,20,5,3
37756146093272,37,75614,6093272,2020-21,25,18,24,15,28,6,9,9,31,3,6,12,29,4,7,11,24,23,28,9,27,7,10,6,28,5,9,11,26,6,12,6,22,14,14,4,25,7,11,5,25,7,12,5,25,8,9,6
33671166107197,33,67116,6107197,2020-21,24,8,25,,24,8,26,,27,5,25,,27,3,26,,29,5,23,6,24,8,26,1,28,1,29,,26,3,29,,28,6,24,6,24,6,28,1,24,6,30,,24,5,30,
24656806025456,24,65680,6025456,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19649641937754,19,64964,1937754,2020-21,23,20,33,1,22,23,25,1,24,11,29,,24,7,21,,20,25,32,,21,29,21,,24,12,27,,24,4,22,,21,21,28,,23,15,26,,22,19,17,1,22,10,17,
40688096097349,40,68809,6097349,2020-21,20,10,8,2,19,13,8,2,20,12,10,,19,11,6,4,19,7,11,2,18,12,8,1,22,5,11,2,18,8,11,2,18,10,11,,17,16,6,1,19,7,12,,18,10,11,
07100740137026,07,10074,0137026,2020-21,26,,9,,26,,6,,26,,3,,26,,3,,54,,,12,55,,,6,54,,,6,54,,,6,32,2,2,4,36,1,1,4,43,,,4,33,1,1,2
07100740129528,07,10074,0129528,2020-21,24,2,3,,24,2,3,,23,2,3,,23,2,3,,22,3,6,,27,,6,,27,,6,,27,,6,,25,3,4,2,31,,4,2,31,,4,2,31,,4,2
19647740114777,19,64774,0114777,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10621666116651,10,62166,6116651,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19645686057723,19,64568,6057723,2020-21,29,3,24,9,28,2,27,5,29,2,18,12,26,4,27,3,30,4,18,13,30,,22,8,32,,15,13,28,3,25,4,33,5,19,16,32,2,19,10,31,2,13,15,28,6,17,10
10621660106740,10,62166,0106740,2020-21,20,2,2,,20,2,2,,20,2,2,,20,2,2,,16,4,,,16,4,,,16,4,,,16,4,,,15,4,,,15,4,,,15,4,,,15,4,,
37735513731163,37,73551,3731163,2020-21,12,4,1,,6,6,,,5,6,,,6,14,,,6,8,,,8,7,,,10,4,1,,7,10,,,24,6,3,3,21,6,4,3,27,5,2,2,45,,2,3
37683380136663,37,68338,0136663,2020-21,16,6,4,,17,6,4,,20,4,4,,19,6,6,,16,7,5,,19,6,3,1,21,4,5,,18,10,4,,15,12,2,,18,8,2,1,21,6,2,1,17,8,2,1
01612590111856,01,61259,0111856,2020-21,25,5,12,2,25,2,14,,26,2,8,,26,2,12,1,22,8,11,1,22,7,8,,26,1,4,,25,1,4,2,23,8,9,4,27,3,9,4,29,3,7,5,26,6,11,3
45701364530309,45,70136,4530309,2020-21,6,22,,,4,19,,,4,14,,,6,27,,,5,24,,,7,20,1,,5,13,,,4,34,,,5,93,1,,8,82,4,,4,79,,,4,133,,
19645016013270,19,64501,6013270,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54722986054779,54,72298,6054779,2020-21,22,8,1,,22,5,,,22,4,,,22,4,,,24,,4,,24,,4,,24,,4,,24,,4,,25,,4,,25,,4,,26,,4,,26,,4,
49708620131961,49,70862,0131961,2020-21,28,,8,,28,,8,,28,,8,,28,,8,,29,,8,,29,,8,,29,,8,,29,,8,,29,,4,,29,,4,,29,,4,,29,,4,
34673140108753,34,67314,0108753,2020-21,26,23,33,43,28,15,31,40,30,7,20,38,27,15,41,34,26,25,34,42,30,13,46,29,28,11,24,32,26,20,40,30,27,9,21,17,26,11,23,13,30,3,10,21,26,8,26,10
11626386007504,11,62638,6007504,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33671736059109,33,67173,6059109,2020-21,18,18,8,5,20,17,5,8,22,12,8,6,20,11,11,4,19,17,11,2,18,21,7,5,20,12,12,4,22,10,9,5,18,19,10,3,17,24,6,3,25,9,3,10,23,7,7,7
33672153330024,33,67215,3330024,2020-21,21,45,25,25,26,25,20,28,29,12,10,35,27,14,16,23,22,44,13,32,25,26,15,31,29,11,9,32,26,15,18,24,7,293,,,7,264,,,8,203,1,,7,216,1,
30664313033784,30,66431,3033784,2020-21,30,15,13,42,28,17,15,32,29,12,12,31,29,13,12,31,29,22,10,40,30,16,20,30,29,14,15,25,28,14,16,25,31,23,8,40,33,17,10,39,32,9,15,27,29,14,7,32
49708546119036,49,70854,6119036,2020-21,,,,,30,,2,,,,,,,,,,,,,,30,,2,,,,,,,,,,,,,,32,,2,,,,,,,,,
34752830120113,34,75283,0120113,2020-21,87,,,4,44,,4,4,58,,2,4,87,,,4,29,,12,,29,,12,,29,,12,,29,,12,,35,,8,4,28,2,8,2,28,,11,1,28,,11,1
56725465631619,56,72546,5631619,2020-21,28,23,13,46,27,22,21,36,28,14,16,33,24,28,16,34,24,42,18,42,25,34,13,39,30,12,19,26,25,22,13,36,30,11,18,14,26,11,19,9,33,2,10,9,29,8,6,13
39686766042725,39,68676,6042725,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,
04615316112585,04,61531,6112585,2020-21,18,5,3,,10,9,,,16,3,2,,13,7,2,,11,7,,,5,9,,,8,6,,,8,9,,,14,7,2,,10,7,1,,14,5,,,11,8,1,
15637761530377,15,63776,1530377,2020-21,3,34,,,3,35,,,3,25,,,3,32,,,4,23,,,4,16,,,3,12,,,4,18,,,3,26,,,3,19,,,3,17,,,3,26,,
19647336061501,19,64733,6061501,2020-21,18,25,17,2,21,13,15,1,23,5,6,3,25,7,16,2,21,20,13,4,22,11,17,,23,5,7,1,26,4,14,5,21,17,16,3,23,9,12,4,25,4,7,3,24,6,13,5
43694840118380,43,69484,0118380,2020-21,32,6,16,30,31,4,21,25,29,5,34,12,34,,12,23,32,5,17,31,33,2,10,33,28,7,45,1,33,,10,25,30,7,19,34,32,5,7,37,29,5,46,4,33,2,12,23
05615640531509,05,61564,0531509,2020-21,21,16,23,1,24,10,21,,23,11,15,,23,13,24,,24,11,16,7,25,8,13,8,24,9,10,2,26,10,7,16,27,11,4,16,24,12,13,5,23,9,8,1,26,10,10,12
07618040730218,07,61804,0730218,2020-21,5,40,,,3,24,,,4,13,,,5,50,,,4,39,,,3,20,,,4,15,,,5,45,,,8,22,2,,6,17,,,13,5,1,,6,29,2,
40754654032009,40,75465,4032009,2020-21,16,11,3,,10,21,1,,15,8,2,,15,7,2,,15,12,2,,13,14,3,,12,6,,,17,7,3,,13,13,1,,12,15,,,12,6,,,15,9,1,
01612000132670,01,61200,0132670,2020-21,4,31,,,7,6,,,10,7,,,11,12,,,7,23,,,14,4,,,13,7,,,12,11,,,7,22,,,11,5,,,12,8,,,10,12,,
24658626025811,24,65862,6025811,2020-21,24,10,22,2,28,2,19,2,26,4,18,2,26,3,19,2,25,4,24,2,27,2,18,3,24,3,21,2,25,5,17,3,25,11,20,,28,2,19,2,25,6,20,,26,6,19,
20756060100180,20,75606,0100180,2020-21,4,3,,,2,6,,,4,3,,,5,3,,,2,8,,,3,4,,,4,3,,,2,12,,,6,4,,,2,5,,,6,2,,,4,6,,
